DATE,COUNTY,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_RECOVERED,TOTAL_RECOVERED,NEW_ACTIVE,TOTAL_ACTIVE,NEW_HOSPITALIZED,TOTAL_HOSPITALIZED
05-12-20,Smith,24,0,24,0,1,0,24,634,658,27,0,1,0,18,0,5,0,1
05-12-20,Stewart,7,0,7,0,0,0,7,244,251,7,0,0,0,2,0,5,0,1
05-12-20,Sullivan,54,0,54,0,5,0,54,2428,2482,99,1,2,0,50,-1,2,0,6
05-12-20,Sumner,708,9,708,9,3,0,708,5081,5789,93,1,39,1,344,7,325,2,191
05-12-20,Tipton,395,22,395,22,2,0,395,2378,2773,230,0,2,2,85,20,308,0,18
05-12-20,Trousdale,1364,1,1364,1,1,0,1364,1618,2982,5,1,3,20,40,-20,1321,0,13
05-12-20,Unicoi,3,0,3,0,0,0,3,357,360,2,0,0,0,1,0,2,0,0
05-12-20,Union,3,0,3,0,0,0,3,353,356,14,0,0,0,3,0,0,0,0
05-12-20,Van Buren,2,0,2,0,0,0,2,270,272,3,0,0,0,2,0,0,0,0
05-12-20,Warren,13,1,13,1,0,0,13,1265,1278,6,0,0,0,8,1,5,0,0
05-12-20,Washington,65,0,65,0,0,0,65,2406,2471,39,0,0,5,60,-5,5,0,6
05-12-20,Wayne,3,0,3,0,0,0,3,311,314,4,0,0,0,3,0,0,0,2
05-12-20,Weakley,24,0,24,0,1,0,24,761,785,14,0,0,0,22,0,2,0,1
05-12-20,White,17,1,17,1,1,0,17,884,901,45,0,0,0,8,1,9,0,1
05-12-20,Williamson,447,2,447,2,1,0,447,6844,7291,283,0,10,1,308,1,129,0,45
05-12-20,Wilson,306,4,306,4,0,0,306,3621,3927,97,1,8,7,179,-4,119,0,27
05-13-20,Anderson,35,1,35,1,1,0,35,3149,3184,178,0,1,0,27,1,7,0,3
05-13-20,Bedford,246,7,246,7,0,0,246,1860,2106,27,0,3,6,157,1,86,0,9
05-13-20,Benton,6,0,6,0,0,0,6,634,640,82,0,1,0,5,0,0,0,2
05-13-20,Bledsoe,603,-1,603,-1,0,0,603,3144,3747,5,0,1,-1,592,0,10,0,5
05-13-20,Blount,74,1,74,1,5,0,74,2261,2335,112,0,3,1,57,0,14,0,4
05-13-20,Bradley,75,1,75,1,0,0,75,1708,1783,13,0,1,0,51,1,23,0,13
05-13-20,Campbell,17,0,17,0,1,0,17,1050,1067,47,0,1,0,16,0,0,0,2
05-13-20,Cannon,13,0,13,0,0,0,13,373,386,1,0,0,1,9,-1,4,0,2
05-13-20,Carroll,22,0,22,0,5,0,22,849,871,25,0,1,0,16,0,5,0,2
05-13-20,Carter,18,0,18,0,1,0,18,1058,1076,3,0,1,0,14,0,3,0,2
05-13-20,Cheatham,78,2,78,2,1,0,78,1306,1384,11,0,0,4,35,-2,43,0,7
05-13-20,Chester,12,0,12,0,0,0,12,406,418,13,0,0,0,10,0,2,0,1
05-13-20,Claiborne,7,0,7,0,0,0,7,493,500,16,0,0,0,5,0,2,0,0
05-13-20,Clay,6,0,6,0,0,0,6,305,311,4,0,0,0,5,0,1,0,0
05-13-20,Cocke,19,0,19,0,2,0,19,709,728,31,0,0,0,16,0,3,0,1
05-13-20,Coffee,56,2,56,2,1,0,56,1576,1632,9,0,0,3,32,-1,24,0,5
05-13-20,Crockett,12,0,12,0,2,0,12,387,399,4,1,1,-1,8,0,3,0,1
05-13-20,Cumberland,87,1,87,1,1,0,87,2600,2687,96,0,1,2,58,-1,28,0,9
05-13-20,Davidson,3623,43,3623,43,4,0,3623,24120,27743,359,4,37,105,2055,-66,1531,9,299
05-13-20,Decatur,4,0,4,0,0,0,4,232,236,7,0,0,0,4,0,0,0,0
05-13-20,Dekalb,28,0,28,0,0,0,28,934,962,36,0,0,0,16,0,12,0,0
05-13-20,Dickson,88,0,88,0,0,0,88,1543,1631,30,0,0,1,49,-1,39,0,13
05-13-20,Dyer,44,1,44,1,3,0,44,1048,1092,20,0,0,0,34,1,10,0,4
05-13-20,Fayette,85,3,85,3,1,0,85,1638,1723,51,0,1,1,61,2,23,0,13
05-13-20,Fentress,6,0,6,0,0,0,6,495,501,24,0,0,0,3,0,3,0,1
05-13-20,Franklin,41,0,41,0,0,0,41,1576,1617,2,0,1,0,32,0,8,0,5
05-13-20,Gibson,57,0,57,0,4,0,57,1740,1797,32,0,1,0,41,0,15,0,4
05-13-20,Giles,9,0,9,0,0,0,9,720,729,2,0,0,0,7,0,2,0,1
05-13-20,Grainger,6,0,6,0,1,0,6,427,433,30,0,0,0,5,0,1,0,2
05-13-20,Greene,47,1,47,1,0,0,47,1399,1446,19,0,2,0,41,1,4,0,8
05-13-20,Grundy,30,0,30,0,0,0,30,381,411,2,0,1,0,24,0,5,0,10
05-13-20,Hamblen,25,2,25,2,4,0,25,1729,1754,190,0,2,1,17,1,6,0,4
05-13-20,Hamilton,286,29,286,29,2,0,286,4600,4886,114,0,13,9,119,20,154,5,47
05-13-20,Hancock,0,0,0,0,0,0,0,101,101,3,0,0,0,0,0,0,0,0
05-13-20,Hardeman,177,7,177,7,0,0,177,3327,3504,467,0,0,0,16,7,161,0,2
05-13-20,Hardin,8,0,8,0,0,0,8,1032,1040,51,0,0,0,4,0,4,0,1
05-13-20,Hawkins,31,-1,31,-1,0,0,31,1145,1176,14,0,2,0,28,-1,1,0,6
05-13-20,Haywood,28,0,28,0,1,0,28,552,580,13,0,1,1,21,-1,6,0,6
05-13-20,Henderson,10,0,10,0,0,0,10,759,769,14,0,0,0,8,0,2,0,1
05-13-20,Henry,15,0,15,0,0,0,15,927,942,25,0,0,0,13,0,2,0,3
05-13-20,Hickman,52,0,52,0,0,0,52,716,768,9,0,0,0,42,0,10,0,2
05-13-20,Houston,6,0,6,0,0,0,6,217,223,4,0,0,0,4,0,2,0,4
05-13-20,Humphreys,12,0,12,0,0,0,12,449,461,11,0,1,0,6,0,5,0,1
05-13-20,Jackson,10,0,10,0,0,0,10,487,497,16,0,0,0,7,0,3,0,1
05-13-20,Jefferson,26,0,26,0,3,0,26,1269,1295,86,0,0,0,20,0,6,0,0
05-13-20,Johnson,15,4,15,4,0,0,15,1781,1796,855,0,0,0,3,4,12,0,0
05-13-20,Knox,295,9,295,9,4,0,295,10339,10634,382,0,5,5,233,4,57,0,30
05-13-20,Lake,300,201,300,201,1,0,300,1156,1456,205,0,0,0,53,201,247,0,0
05-13-20,Lauderdale,40,0,40,0,1,0,40,2749,2789,645,0,0,1,19,-1,21,0,6
05-13-20,Lawrence,21,0,21,0,0,0,21,1109,1130,8,0,0,0,17,0,4,0,3
05-13-20,Lewis,2,0,2,0,0,0,2,200,202,0,0,0,0,2,0,0,0,0
05-13-20,Lincoln,16,0,16,0,0,0,16,912,928,2,0,0,1,12,-1,4,0,2
05-13-20,Loudon,46,2,46,2,1,0,46,1075,1121,58,0,0,0,40,2,6,0,4
05-13-20,Macon,71,2,71,2,0,0,71,1017,1088,32,0,3,2,30,0,38,0,10
05-13-20,Madison,156,-1,156,-1,0,0,156,3820,3976,51,0,1,1,132,-2,23,0,17
05-13-20,Marion,29,0,29,0,0,0,29,645,674,-1,0,1,0,23,0,5,0,9
05-13-20,Marshall,24,0,24,0,0,0,24,794,818,4,0,1,0,20,0,3,0,5
05-13-20,Maury,58,1,58,1,0,0,58,2118,2176,14,0,0,0,37,1,21,0,6
05-13-20,McMinn,123,1,123,1,0,0,123,2013,2136,23,0,9,4,41,-3,73,1,17
05-13-20,McNairy,12,1,12,1,0,0,12,550,562,16,0,0,0,11,1,1,0,1
05-13-20,Meigs,22,0,22,0,0,0,22,357,379,3,0,0,1,17,-1,5,0,3
05-13-20,Monroe,33,0,33,0,4,0,33,644,677,25,0,1,1,19,-1,13,0,5
05-13-20,Montgomery,191,3,191,3,0,0,191,5058,5249,192,0,2,4,92,-1,97,1,18
05-13-20,Moore,3,0,3,0,0,0,3,224,227,1,0,0,0,3,0,0,0,0
05-13-20,Morgan,12,0,12,0,0,0,12,2721,2733,23,0,0,0,6,0,6,0,0
05-13-20,Obion,16,0,16,0,1,0,16,636,652,19,0,1,0,11,0,4,0,1
05-13-20,Out of State,318,-45,318,-45,0,0,318,44140,44458,1168,-1,4,-3,151,-41,163,-1,18
05-13-20,Overton,14,0,14,0,0,0,14,829,843,18,0,0,0,8,0,6,1,2
05-13-20,Pending,128,-128,128,-128,0,0,128,30223,30351,532,0,0,2,2,-130,126,0,0
05-13-20,Perry,13,0,13,0,0,0,13,116,129,2,0,0,0,11,0,2,0,0
05-13-20,Pickett,1,0,1,0,0,0,1,201,202,1,0,0,0,0,0,1,0,0
05-13-20,Polk,12,0,12,0,0,0,12,380,392,9,0,0,1,9,-1,3,0,1
05-13-20,Putnam,190,10,190,10,0,0,190,2812,3002,89,0,5,3,98,7,87,0,5
05-13-20,Rhea,6,0,6,0,0,0,6,819,825,9,0,0,0,5,0,1,0,0
05-13-20,Roane,8,0,8,0,3,0,8,2245,2253,100,0,0,0,7,0,1,0,1
05-13-20,Robertson,245,1,245,1,0,0,245,2398,2643,56,0,0,1,151,0,94,0,27
05-13-20,Rutherford,780,16,780,16,0,0,780,7911,8691,182,2,20,20,316,-6,444,1,68
05-13-20,Scott,11,0,11,0,1,0,11,461,472,13,0,0,0,11,0,0,0,0
05-13-20,Sequatchie,7,1,7,1,0,0,7,762,769,2,0,0,0,6,1,1,0,1
05-13-20,Sevier,65,0,65,0,6,1,65,2768,2833,107,0,2,5,58,-5,5,0,6
05-13-20,Shelby,3475,46,3475,46,0,-1,3475,32822,36297,948,2,75,88,2029,-44,1371,6,301
05-13-20,Smith,24,0,24,0,1,0,24,638,662,4,0,1,0,18,0,5,0,1
05-13-20,Stewart,7,0,7,0,0,0,7,257,264,13,0,0,1,3,-1,4,0,1
05-13-20,Sullivan,54,0,54,0,5,0,54,2545,2599,117,0,2,0,50,0,2,0,6
05-13-20,Sumner,714,6,714,6,3,0,714,5240,5954,165,1,40,3,347,2,327,3,194
05-13-20,Tipton,400,5,400,5,2,0,400,2495,2895,122,0,2,1,86,4,312,0,18
05-13-20,Trousdale,1381,17,1381,17,1,0,1381,1646,3027,45,0,3,0,40,17,1338,0,13
05-13-20,Unicoi,3,0,3,0,0,0,3,358,361,1,0,0,0,1,0,2,0,0
05-13-20,Union,4,1,4,1,0,0,4,361,365,9,0,0,0,3,1,1,0,0
05-13-20,Van Buren,2,0,2,0,0,0,2,278,280,8,0,0,0,2,0,0,0,0
05-13-20,Warren,13,0,13,0,0,0,13,1303,1316,38,0,0,0,8,0,5,0,0
05-13-20,Washington,64,-1,64,-1,1,1,64,2437,2501,30,0,0,0,60,-1,4,0,6
05-13-20,Wayne,3,0,3,0,0,0,3,320,323,9,0,0,0,3,0,0,0,2
05-13-20,Weakley,24,0,24,0,1,0,24,776,800,15,0,0,0,22,0,2,0,1
05-13-20,White,17,0,17,0,1,0,17,974,991,90,0,0,0,8,0,9,0,1
05-13-20,Williamson,453,6,453,6,1,0,453,7012,7465,174,0,10,5,313,1,130,0,45
05-13-20,Wilson,309,3,309,3,0,0,309,3671,3980,53,0,8,8,187,-5,114,0,27
05-14-20,Anderson,35,0,35,0,2,1,35,3210,3245,61,0,1,1,28,-1,6,0,3
05-14-20,Bedford,248,2,248,2,0,0,248,1913,2161,55,1,4,12,169,-11,75,1,10
05-14-20,Benton,6,0,6,0,0,0,6,637,643,3,0,1,0,5,0,0,0,2
05-14-20,Bledsoe,603,0,603,0,0,0,603,3156,3759,12,0,1,2,594,-2,8,0,5
05-14-20,Blount,75,1,75,1,5,0,75,2294,2369,34,0,3,1,58,0,14,0,4
05-14-20,Bradley,80,5,80,5,0,0,80,1777,1857,74,0,1,7,58,-2,21,0,13
05-14-20,Campbell,17,0,17,0,1,0,17,1061,1078,11,0,1,0,16,0,0,0,2
05-14-20,Cannon,13,0,13,0,0,0,13,388,401,15,0,0,0,9,0,4,0,2
05-14-20,Carroll,23,1,23,1,5,0,23,858,881,10,0,1,0,16,1,6,0,2
05-14-20,Carter,19,1,19,1,1,0,19,1076,1095,19,0,1,1,15,0,3,0,2
05-14-20,Cheatham,85,7,85,7,1,0,85,1352,1437,53,0,0,0,35,7,50,0,7
05-14-20,Chester,12,0,12,0,0,0,12,409,421,3,0,0,0,10,0,2,0,1
05-14-20,Claiborne,7,0,7,0,0,0,7,527,534,34,0,0,0,5,0,2,0,0
05-14-20,Clay,6,0,6,0,0,0,6,312,318,7,0,0,0,5,0,1,0,0
05-14-20,Cocke,20,1,20,1,2,0,20,714,734,6,0,0,0,16,1,4,0,1
05-14-20,Coffee,57,1,57,1,1,0,57,1640,1697,65,0,0,2,34,-1,23,0,5
05-14-20,Crockett,13,1,13,1,2,0,13,394,407,8,0,1,0,8,1,4,0,1
05-14-20,Cumberland,87,0,87,0,1,0,87,2655,2742,55,0,1,0,58,0,28,0,9
05-14-20,Davidson,3745,122,3745,122,4,0,3745,24878,28623,880,3,40,79,2134,40,1571,9,308
05-14-20,Decatur,5,1,5,1,0,0,5,235,240,4,0,0,1,5,0,0,0,0
05-14-20,Dekalb,28,0,28,0,0,0,28,938,966,4,0,0,1,17,-1,11,0,0
05-14-20,Dickson,88,0,88,0,0,0,88,1590,1678,47,0,0,0,49,0,39,0,13
05-14-20,Dyer,44,0,44,0,3,0,44,1063,1107,15,0,0,0,34,0,10,0,4
05-14-20,Fayette,86,1,86,1,1,0,86,1691,1777,54,1,2,1,62,-1,22,0,13
05-14-20,Fentress,6,0,6,0,0,0,6,506,512,11,0,0,0,3,0,3,0,1
05-14-20,Franklin,41,0,41,0,0,0,41,1626,1667,50,0,1,1,33,-1,7,0,5
05-14-20,Gibson,57,0,57,0,4,0,57,1762,1819,22,0,1,1,42,-1,14,0,4
05-14-20,Giles,9,0,9,0,0,0,9,737,746,17,0,0,0,7,0,2,0,1
05-14-20,Grainger,6,0,6,0,1,0,6,444,450,17,0,0,0,5,0,1,0,2
05-14-20,Greene,46,-1,46,-1,0,0,46,1433,1479,33,0,2,0,41,-1,3,0,8
05-14-20,Grundy,30,0,30,0,0,0,30,390,420,9,0,1,0,24,0,5,0,10
05-14-20,Hamblen,25,0,25,0,4,0,25,1790,1815,61,0,2,0,17,0,6,0,4
05-14-20,Hamilton,319,33,319,33,2,0,319,4711,5030,144,0,13,5,124,28,182,3,50
05-14-20,Hancock,0,0,0,0,0,0,0,104,104,3,0,0,0,0,0,0,0,0
05-14-20,Hardeman,179,2,179,2,0,0,179,4629,4808,1304,0,0,0,16,2,163,0,2
05-14-20,Hardin,9,1,9,1,0,0,9,1039,1048,8,0,0,1,5,0,4,1,2
05-14-20,Hawkins,32,1,32,1,0,0,32,1165,1197,21,0,2,0,28,1,2,0,6
05-14-20,Haywood,29,1,29,1,1,0,29,560,589,9,0,1,0,21,1,7,0,6
05-14-20,Henderson,11,1,11,1,0,0,11,768,779,10,0,0,0,8,1,3,0,1
05-14-20,Henry,16,1,16,1,0,0,16,936,952,10,0,0,0,13,1,3,0,3
05-14-20,Hickman,52,0,52,0,0,0,52,735,787,19,0,0,1,43,-1,9,0,2
05-14-20,Houston,6,0,6,0,0,0,6,224,230,7,0,0,0,4,0,2,0,4
05-14-20,Humphreys,12,0,12,0,0,0,12,456,468,7,0,1,0,6,0,5,0,1
05-14-20,Jackson,10,0,10,0,0,0,10,501,511,14,0,0,0,7,0,3,0,1
05-14-20,Jefferson,26,0,26,0,3,0,26,1292,1318,23,0,0,1,21,-1,5,0,0
05-14-20,Johnson,15,0,15,0,0,0,15,1822,1837,41,0,0,1,4,-1,11,0,0
05-14-20,Knox,297,2,297,2,5,1,297,10614,10911,277,0,5,1,234,1,58,0,30
05-14-20,Lake,401,101,401,101,1,0,401,1168,1569,113,0,0,0,53,101,348,0,0
05-14-20,Lauderdale,43,3,43,3,1,0,43,2854,2897,108,0,0,0,19,3,24,0,6
05-14-20,Lawrence,21,0,21,0,0,0,21,1138,1159,29,0,0,0,17,0,4,0,3
05-14-20,Lewis,2,0,2,0,0,0,2,210,212,10,0,0,0,2,0,0,0,0
05-14-20,Lincoln,16,0,16,0,0,0,16,935,951,23,0,0,1,13,-1,3,0,2
05-14-20,Loudon,46,0,46,0,1,0,46,1103,1149,28,0,0,1,41,-1,5,0,4
05-14-20,Macon,74,3,74,3,0,0,74,1029,1103,15,0,3,6,36,-3,35,0,10
05-14-20,Madison,157,1,157,1,0,0,157,3892,4049,73,1,2,3,135,-3,20,0,17
05-14-20,Marion,30,1,30,1,0,0,30,652,682,8,0,1,0,23,1,6,0,9
05-14-20,Marshall,25,1,25,1,0,0,25,818,843,25,0,1,0,20,1,4,0,5
05-14-20,Maury,60,2,60,2,0,0,60,2186,2246,70,0,0,1,38,1,22,0,6
05-14-20,McMinn,123,0,123,0,0,0,123,2054,2177,41,1,10,3,44,-4,69,0,17
05-14-20,McNairy,12,0,12,0,0,0,12,559,571,9,0,0,0,11,0,1,0,1
05-14-20,Meigs,22,0,22,0,0,0,22,369,391,12,0,0,1,18,-1,4,0,3
05-14-20,Monroe,37,4,37,4,5,1,37,655,692,15,0,1,0,19,4,17,1,6
05-14-20,Montgomery,199,8,199,8,0,0,199,5247,5446,197,0,2,6,98,2,99,0,18
05-14-20,Moore,3,0,3,0,0,0,3,234,237,10,0,0,0,3,0,0,0,0
05-14-20,Morgan,12,0,12,0,0,0,12,2749,2761,28,0,0,0,6,0,6,0,0
05-14-20,Obion,17,1,17,1,1,0,17,658,675,23,0,1,2,13,-1,3,0,1
05-14-20,Out of State,320,2,320,2,0,0,320,45802,46122,1664,1,5,1,152,0,163,-1,17
05-14-20,Overton,14,0,14,0,0,0,14,844,858,15,0,0,0,8,0,6,0,2
05-14-20,Pending,20,-108,20,-108,0,0,20,30956,30976,625,0,0,-2,0,-106,20,0,0
05-14-20,Perry,13,0,13,0,0,0,13,119,132,3,0,0,0,11,0,2,0,0
05-14-20,Pickett,1,0,1,0,0,0,1,204,205,3,0,0,0,0,0,1,0,0
05-14-20,Polk,12,0,12,0,0,0,12,399,411,19,0,0,0,9,0,3,0,1
05-14-20,Putnam,204,14,204,14,0,0,204,3037,3241,239,0,5,11,109,3,90,0,5
05-14-20,Rhea,6,0,6,0,0,0,6,840,846,21,0,0,0,5,0,1,0,0
05-14-20,Roane,8,0,8,0,4,1,8,2278,2286,33,0,0,0,7,0,1,0,1
05-14-20,Robertson,250,5,250,5,0,0,250,2425,2675,32,0,0,7,158,-2,92,0,27
05-14-20,Rutherford,796,16,796,16,0,0,796,8104,8900,209,-1,19,14,330,3,447,0,68
05-14-20,Scott,11,0,11,0,1,0,11,467,478,6,0,0,0,11,0,0,0,0
05-14-20,Sequatchie,10,3,10,3,0,0,10,770,780,11,0,0,0,6,3,4,0,1
05-14-20,Sevier,65,0,65,0,6,0,65,2799,2864,31,0,2,0,58,0,5,0,6
05-14-20,Shelby,3542,67,3542,67,0,0,3542,34177,37719,1422,6,81,64,2093,-3,1368,32,333
05-14-20,Smith,24,0,24,0,1,0,24,652,676,14,0,1,2,20,-2,3,0,1
05-14-20,Stewart,7,0,7,0,0,0,7,264,271,7,0,0,0,3,0,4,0,1
05-14-20,Sullivan,56,2,56,2,5,0,56,2579,2635,36,0,2,0,50,2,4,0,6
05-14-20,Sumner,720,6,720,6,3,0,720,5374,6094,140,1,41,5,352,0,327,1,195
05-14-20,Tipton,402,2,402,2,2,0,402,2549,2951,56,0,2,5,91,-3,309,0,18
05-14-20,Trousdale,1382,1,1382,1,1,0,1382,1663,3045,18,0,3,0,40,1,1339,0,13
05-14-20,Unicoi,3,0,3,0,0,0,3,364,367,6,0,0,1,2,-1,1,0,0
05-14-20,Union,4,0,4,0,0,0,4,368,372,7,0,0,0,3,0,1,0,0
05-14-20,Van Buren,2,0,2,0,0,0,2,279,281,1,0,0,0,2,0,0,0,0
05-14-20,Warren,14,1,14,1,0,0,14,1316,1330,14,0,0,1,9,0,5,0,0
05-14-20,Washington,66,2,66,2,1,0,66,2480,2546,45,0,0,-1,59,3,7,0,6
05-14-20,Wayne,3,0,3,0,0,0,3,336,339,16,0,0,0,3,0,0,0,2
05-14-20,Weakley,24,0,24,0,1,0,24,784,808,8,0,0,1,23,-1,1,0,1
05-14-20,White,17,0,17,0,1,0,17,989,1006,15,0,0,1,9,-1,8,0,1
05-14-20,Williamson,456,3,456,3,1,0,456,7139,7595,130,0,10,0,313,3,133,0,45
05-14-20,Wilson,312,3,312,3,0,0,312,3739,4051,71,0,8,3,190,0,114,0,27
05-15-20,Anderson,36,1,36,1,2,0,36,3291,3327,82,0,1,0,28,1,7,0,3
05-15-20,Bedford,248,0,248,0,0,0,248,1955,2203,42,0,4,7,176,-7,68,0,10
05-15-20,Benton,6,0,6,0,0,0,6,640,646,3,0,1,0,5,0,0,0,2
05-15-20,Bledsoe,605,2,605,2,0,0,605,3166,3771,12,0,1,2,596,0,8,-1,4
05-15-20,Blount,75,0,75,0,5,0,75,2350,2425,56,0,3,1,59,-1,13,1,5
05-15-20,Bradley,81,1,81,1,0,0,81,1828,1909,52,0,1,1,59,0,21,0,13
05-15-20,Campbell,17,0,17,0,1,0,17,1093,1110,32,0,1,0,16,0,0,0,2
05-15-20,Cannon,13,0,13,0,0,0,13,391,404,3,0,0,0,9,0,4,0,2
05-15-20,Carroll,24,1,24,1,5,0,24,868,892,11,0,1,0,16,1,7,2,4
05-15-20,Carter,19,0,19,0,1,0,19,1098,1117,22,0,1,0,15,0,3,0,2
05-15-20,Cheatham,88,3,88,3,1,0,88,1361,1449,12,0,0,2,37,1,51,0,7
05-15-20,Chester,12,0,12,0,0,0,12,413,425,4,0,0,0,10,0,2,0,1
05-15-20,Claiborne,7,0,7,0,0,0,7,546,553,19,0,0,0,5,0,2,0,0
05-15-20,Clay,6,0,6,0,0,0,6,314,320,2,0,0,0,5,0,1,0,0
05-15-20,Cocke,20,0,20,0,2,0,20,738,758,24,0,0,0,16,0,4,0,1
05-15-20,Coffee,60,3,60,3,1,0,60,1690,1750,53,0,0,3,37,0,23,0,5
05-15-20,Crockett,13,0,13,0,2,0,13,396,409,2,0,1,0,8,0,4,0,1
05-15-20,Cumberland,88,1,88,1,1,0,88,2740,2828,86,0,1,1,59,0,28,0,9
05-15-20,Davidson,3795,50,3795,50,4,0,3795,25109,28904,281,1,41,69,2203,-20,1551,3,311
05-15-20,Decatur,5,0,5,0,0,0,5,241,246,6,0,0,0,5,0,0,0,0
05-15-20,Dekalb,28,0,28,0,0,0,28,950,978,12,0,0,0,17,0,11,0,0
05-15-20,Dickson,90,2,90,2,0,0,90,1615,1705,27,0,0,1,50,1,40,0,13
05-15-20,Dyer,44,0,44,0,3,0,44,1081,1125,18,0,0,0,34,0,10,0,4
05-15-20,Fayette,88,2,88,2,1,0,88,1747,1835,58,0,2,0,62,2,24,0,13
05-15-20,Fentress,6,0,6,0,0,0,6,516,522,10,0,0,0,3,0,3,0,1
05-15-20,Franklin,43,2,43,2,0,0,43,1668,1711,44,0,1,0,33,2,9,0,5
05-15-20,Gibson,57,0,57,0,4,0,57,1782,1839,20,0,1,0,42,0,14,0,4
05-15-20,Giles,9,0,9,0,0,0,9,761,770,24,0,0,0,7,0,2,0,1
05-15-20,Grainger,6,0,6,0,1,0,6,457,463,13,0,0,0,5,0,1,0,2
05-15-20,Greene,46,0,46,0,0,0,46,1468,1514,35,0,2,0,41,0,3,0,8
05-15-20,Grundy,30,0,30,0,0,0,30,402,432,12,0,1,2,26,-2,3,0,10
05-15-20,Hamblen,24,-1,24,-1,4,0,24,1857,1881,66,0,2,0,17,-1,5,0,4
05-15-20,Hamilton,332,13,332,13,2,0,332,4796,5128,98,0,13,2,126,11,193,1,51
05-15-20,Hancock,0,0,0,0,0,0,0,104,104,0,0,0,0,0,0,0,0,0
05-15-20,Hardeman,180,1,180,1,0,0,180,4645,4825,17,0,0,0,16,1,164,0,2
05-15-20,Hardin,9,0,9,0,0,0,9,1112,1121,73,0,0,0,5,0,4,0,2
05-15-20,Hawkins,32,0,32,0,0,0,32,1196,1228,31,0,2,0,28,0,2,0,6
05-15-20,Haywood,29,0,29,0,1,0,29,571,600,11,0,1,0,21,0,7,0,6
05-15-20,Henderson,11,0,11,0,0,0,11,779,790,11,0,0,0,8,0,3,0,1
05-15-20,Henry,17,1,17,1,0,0,17,948,965,13,0,0,0,13,1,4,0,3
05-15-20,Hickman,52,0,52,0,0,0,52,756,808,21,0,0,0,43,0,9,0,2
05-15-20,Houston,6,0,6,0,0,0,6,225,231,1,0,0,0,4,0,2,0,4
05-15-20,Humphreys,12,0,12,0,0,0,12,461,473,5,0,1,0,6,0,5,0,1
05-15-20,Jackson,10,0,10,0,0,0,10,504,514,3,0,0,0,7,0,3,0,1
05-15-20,Jefferson,26,0,26,0,3,0,26,1319,1345,27,0,0,0,21,0,5,0,0
05-15-20,Johnson,15,0,15,0,0,0,15,1825,1840,3,0,0,1,5,-1,10,0,0
05-15-20,Knox,302,5,302,5,4,-1,302,10857,11159,248,0,5,1,235,4,62,0,30
05-15-20,Lake,401,0,401,0,1,0,401,1180,1581,12,0,0,0,53,0,348,0,0
05-15-20,Lauderdale,43,0,43,0,1,0,43,2885,2928,31,0,0,0,19,0,24,0,6
05-15-20,Lawrence,21,0,21,0,0,0,21,1167,1188,29,0,0,0,17,0,4,0,3
05-15-20,Lewis,2,0,2,0,0,0,2,217,219,7,0,0,0,2,0,0,0,0
05-15-20,Lincoln,16,0,16,0,0,0,16,959,975,24,0,0,0,13,0,3,0,2
05-15-20,Loudon,48,2,48,2,1,0,48,1130,1178,29,0,0,0,41,2,7,0,4
05-15-20,Macon,75,1,75,1,0,0,75,1050,1125,22,0,3,0,36,1,36,0,10
05-15-20,Madison,160,3,160,3,0,0,160,3969,4129,80,0,2,2,137,1,21,0,17
05-15-20,Marion,30,0,30,0,0,0,30,659,689,7,0,1,0,23,0,6,0,9
05-15-20,Marshall,25,0,25,0,0,0,25,840,865,22,0,1,0,20,0,4,0,5
05-15-20,Maury,60,0,60,0,0,0,60,2246,2306,60,0,0,1,39,-1,21,0,6
05-15-20,McMinn,123,0,123,0,0,0,123,2099,2222,45,1,11,6,50,-7,62,0,17
05-15-20,McNairy,12,0,12,0,0,0,12,576,588,17,0,0,0,11,0,1,0,1
05-15-20,Meigs,22,0,22,0,0,0,22,380,402,11,0,0,1,19,-1,3,0,3
05-15-20,Monroe,38,1,38,1,5,0,38,668,706,14,0,1,0,19,1,18,0,6
05-15-20,Montgomery,203,4,203,4,0,0,203,5329,5532,86,0,2,1,99,3,102,3,21
05-15-20,Moore,3,0,3,0,0,0,3,244,247,10,0,0,0,3,0,0,0,0
05-15-20,Morgan,12,0,12,0,0,0,12,2760,2772,11,0,0,0,6,0,6,0,0
05-15-20,Obion,17,0,17,0,1,0,17,686,703,28,0,1,0,13,0,3,0,1
05-15-20,Out of State,343,23,343,23,0,0,343,46582,46925,803,0,5,-2,150,25,188,1,18
05-15-20,Overton,14,0,14,0,0,0,14,863,877,19,0,0,0,8,0,6,0,2
05-15-20,Pending,8,-12,8,-12,0,0,8,31430,31438,462,0,0,0,0,-12,8,0,0
05-15-20,Perry,13,0,13,0,0,0,13,125,138,6,0,0,0,11,0,2,0,0
05-15-20,Pickett,1,0,1,0,0,0,1,207,208,3,0,0,0,0,0,1,0,0
05-15-20,Polk,12,0,12,0,0,0,12,405,417,6,0,0,1,10,-1,2,0,1
05-15-20,Putnam,206,2,206,2,0,0,206,3062,3268,27,0,5,0,109,2,92,0,5
05-15-20,Rhea,7,1,7,1,0,0,7,867,874,28,0,0,0,5,1,2,0,0
