DATE,COUNTY,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEW_POS_TESTS,NEG_TESTS,NEW_NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_RECOVERED,TOTAL_RECOVERED,NEW_ACTIVE,TOTAL_ACTIVE,NEW_HOSPITALIZED,TOTAL_HOSPITALIZED
07-01-20,Robertson,792,16,790,17,2,-1,986,22,6010,165,6996,187,0,11,12,477,4,304,0,55
07-01-20,Rutherford,2648,120,2641,120,7,0,3163,138,20991,883,24154,1021,1,35,40,1196,79,1417,1,115
07-01-20,Scott,15,1,14,1,1,0,14,1,1185,14,1199,15,0,0,0,13,1,2,0,0
07-01-20,Sequatchie,28,4,28,4,0,0,37,5,1472,40,1509,45,0,0,1,22,3,6,0,2
07-01-20,Sevier,657,49,611,47,46,2,666,56,8749,294,9415,350,0,3,20,388,29,266,1,23
07-01-20,Shelby,10344,316,10326,315,18,1,12398,382,129055,3050,141453,3432,1,193,210,6739,105,3412,15,828
07-01-20,Smith,96,6,89,6,7,0,101,6,1558,33,1659,39,0,1,1,48,5,47,0,3
07-01-20,Stewart,21,0,21,0,0,0,23,1,766,12,789,13,0,0,0,9,0,12,0,2
07-01-20,Sullivan,91,2,88,2,3,0,95,2,6786,202,6881,204,0,2,2,76,0,13,0,9
07-01-20,Sumner,1469,52,1459,52,10,0,1840,56,13070,300,14910,356,0,52,15,595,37,822,1,222
07-01-20,Tipton,611,4,603,5,8,-1,673,7,7541,128,8214,135,0,4,6,484,-2,123,1,31
07-01-20,Trousdale,1489,4,1486,4,3,0,1528,4,2342,17,3870,21,0,5,1,1422,3,62,0,15
07-01-20,Unicoi,54,0,54,0,0,0,60,1,1262,12,1322,13,0,0,0,52,0,2,0,1
07-01-20,Union,13,1,13,1,0,0,14,1,1030,13,1044,14,0,0,0,7,1,6,0,0
07-01-20,Van Buren,7,0,7,0,0,0,7,0,481,5,488,5,0,0,0,3,0,4,0,1
07-01-20,Warren,65,3,65,3,0,0,69,4,2968,152,3037,156,0,0,1,34,2,31,0,0
07-01-20,Washington,134,3,127,2,7,1,156,7,6441,168,6597,175,0,0,1,105,2,29,0,7
07-01-20,Wayne,77,0,77,0,0,0,78,0,2563,25,2641,25,0,0,0,68,0,9,0,2
07-01-20,Weakley,61,1,60,1,1,0,63,1,2176,41,2239,42,0,1,0,37,1,23,0,3
07-01-20,White,64,1,63,1,1,0,76,3,2466,66,2542,69,0,3,0,49,1,12,0,4
07-01-20,Williamson,1090,77,1086,77,4,0,1270,84,17576,744,18846,828,0,14,15,523,62,553,0,53
07-01-20,Wilson,829,50,827,50,2,0,990,61,11088,506,12078,567,0,17,7,424,43,388,0,51
07-02-20,Anderson,105,1,99,1,6,0,125,4,7697,114,7822,118,0,2,2,71,-1,32,0,10
07-02-20,Bedford,520,0,520,0,0,0,606,1,3731,42,4337,43,0,5,13,390,-13,125,0,21
07-02-20,Benton,12,0,10,0,2,0,11,0,1078,17,1089,17,0,1,0,8,0,3,0,2
07-02-20,Bledsoe,618,0,618,0,0,0,629,-1,3731,9,4360,8,0,1,0,612,0,5,0,5
07-02-20,Blount,205,17,199,17,6,0,250,35,7102,290,7352,325,0,3,3,130,14,72,1,10
07-02-20,Bradley,604,24,582,22,22,2,668,32,6604,146,7272,178,0,3,13,355,11,246,0,36
07-02-20,Campbell,41,2,37,2,4,0,46,1,2691,47,2737,48,0,1,1,30,1,10,0,3
07-02-20,Cannon,34,3,34,3,0,0,56,3,972,23,1028,26,0,0,2,23,1,11,0,4
07-02-20,Carroll,40,1,35,1,5,0,38,1,1907,26,1945,27,0,1,0,32,1,7,1,7
07-02-20,Carter,56,0,51,0,5,0,58,1,2822,36,2880,37,0,1,5,41,-5,14,0,5
07-02-20,Cheatham,220,6,220,6,0,0,263,7,3063,47,3326,54,0,1,2,105,4,114,1,12
07-02-20,Chester,26,3,26,3,0,0,32,3,909,9,941,12,0,0,0,13,3,13,0,1
07-02-20,Claiborne,32,4,32,4,0,0,38,4,1678,45,1716,49,0,0,2,15,2,17,0,1
07-02-20,Clay,16,0,16,0,0,0,16,0,702,13,718,13,0,0,0,11,0,5,0,0
07-02-20,Cocke,76,6,69,7,7,-1,77,7,2174,95,2251,102,0,0,1,39,5,37,0,2
07-02-20,Coffee,115,6,114,6,1,0,143,7,4029,66,4172,73,0,0,5,91,1,24,0,5
07-02-20,Crockett,32,1,29,0,3,1,37,0,790,14,827,14,0,3,0,18,1,11,0,3
07-02-20,Cumberland,174,1,173,1,1,0,230,1,6904,65,7134,66,1,4,0,122,0,48,0,14
07-02-20,Davidson,10125,356,10113,356,12,0,11948,406,88079,4344,100027,4750,1,115,172,6368,183,3642,3,499
07-02-20,Decatur,21,0,19,0,2,0,24,0,811,20,835,20,0,0,0,15,0,6,0,1
07-02-20,Dekalb,57,3,57,3,0,0,69,5,1959,70,2028,75,0,0,0,38,3,19,1,1
07-02-20,Dickson,194,14,194,14,0,0,249,13,3672,114,3921,127,0,0,3,90,11,104,1,15
07-02-20,Dyer,232,7,221,5,11,2,251,9,2846,88,3097,97,0,1,6,104,1,127,0,21
07-02-20,Fayette,301,9,298,9,3,0,371,18,5610,162,5981,180,0,2,7,184,2,115,3,27
07-02-20,Fentress,19,1,19,1,0,0,19,1,1308,16,1327,17,0,0,0,14,1,5,0,1
07-02-20,Franklin,82,2,80,2,2,0,110,2,2917,16,3027,18,0,3,0,59,2,20,0,8
07-02-20,Gibson,110,4,100,4,10,0,126,6,3171,54,3297,60,0,1,3,67,1,42,0,6
07-02-20,Giles,55,5,55,5,0,0,66,5,2042,47,2108,52,0,1,1,22,4,32,0,4
07-02-20,Grainger,39,2,35,2,4,0,48,3,1444,47,1492,50,0,0,0,26,2,13,0,5
07-02-20,Greene,86,1,82,1,4,0,93,-1,3762,34,3855,33,0,2,2,58,-1,26,0,9
07-02-20,Grundy,58,0,56,0,2,0,65,0,912,14,977,14,0,1,0,50,0,7,0,10
07-02-20,Hamblen,296,33,284,34,12,-1,304,30,5548,187,5852,217,0,4,15,141,18,151,3,23
07-02-20,Hamilton,2577,45,2572,45,5,0,2816,58,26798,578,29614,636,0,30,46,1700,-1,847,1,125
07-02-20,Hancock,3,0,2,0,1,0,2,0,380,6,382,6,0,0,0,3,0,0,0,1
07-02-20,Hardeman,314,10,314,10,0,0,336,14,6190,84,6526,98,2,3,2,231,6,80,0,14
07-02-20,Hardin,103,3,100,3,3,0,120,4,2863,80,2983,84,2,7,0,30,1,66,0,8
07-02-20,Hawkins,55,4,54,4,1,0,70,4,2901,28,2971,32,0,2,1,40,3,13,0,7
07-02-20,Haywood,81,7,79,7,2,0,90,6,1425,40,1515,46,0,2,0,32,7,47,0,12
07-02-20,Henderson,39,4,38,4,1,0,47,5,1605,28,1652,33,0,0,1,19,3,20,0,4
07-02-20,Henry,42,0,42,0,0,0,54,1,2465,32,2519,33,0,0,0,35,0,7,0,5
07-02-20,Hickman,73,1,73,1,0,0,98,0,1589,30,1687,30,0,0,2,63,-1,10,0,2
07-02-20,Houston,13,1,13,1,0,0,18,1,696,5,714,6,0,0,1,8,0,5,0,4
07-02-20,Humphreys,26,3,25,3,1,0,34,4,1273,26,1307,30,0,1,0,12,3,13,0,1
07-02-20,Jackson,26,0,26,0,0,0,29,0,945,9,974,9,0,0,0,20,0,6,0,1
07-02-20,Jefferson,121,14,111,14,10,0,123,15,4034,86,4157,101,0,0,2,60,12,61,0,5
07-02-20,Johnson,38,1,37,1,1,0,40,1,2511,4,2551,5,0,0,0,25,1,13,0,3
07-02-20,Knox,1022,40,1004,39,18,1,1177,47,35571,752,36748,799,0,5,11,595,29,422,3,69
07-02-20,Lake,690,0,688,0,2,0,855,0,3726,8,4581,8,0,0,0,688,0,2,0,3
07-02-20,Lauderdale,136,16,134,16,2,0,158,19,4357,89,4515,108,0,2,2,68,14,66,1,14
07-02-20,Lawrence,143,10,143,10,0,0,173,12,2918,64,3091,76,0,5,5,68,5,70,1,11
07-02-20,Lewis,7,0,7,0,0,0,8,0,726,12,734,12,0,0,0,5,0,2,0,1
07-02-20,Lincoln,58,-1,58,-1,0,0,76,2,2138,35,2214,37,0,0,3,44,-4,14,0,4
07-02-20,Loudon,271,6,254,4,17,2,281,4,3884,56,4165,60,0,1,4,216,2,54,1,10
07-02-20,Macon,421,12,418,12,3,0,462,15,2556,55,3018,70,0,3,3,199,9,219,2,17
07-02-20,Madison,264,9,244,9,20,0,317,10,7120,69,7437,79,0,2,0,174,9,88,0,22
07-02-20,Marion,67,0,66,0,1,0,76,0,1709,16,1785,16,0,4,0,46,0,17,0,13
07-02-20,Marshall,74,1,74,1,0,0,85,0,1777,18,1862,18,0,1,0,43,1,30,0,8
07-02-20,Maury,311,14,311,14,0,0,371,15,5097,93,5468,108,0,3,7,174,7,134,0,15
07-02-20,McMinn,218,2,214,1,4,1,267,4,4247,20,4514,24,0,17,3,161,-1,40,1,26
07-02-20,McNairy,64,2,63,2,1,0,69,0,1391,34,1460,34,0,0,0,31,2,33,1,6
07-02-20,Meigs,32,0,32,0,0,0,46,0,923,6,969,6,0,0,0,27,0,5,0,4
07-02-20,Monroe,136,1,125,1,11,0,153,5,2096,34,2249,39,1,5,1,92,-1,39,0,12
07-02-20,Montgomery,513,20,511,20,2,0,587,21,12932,177,13519,198,0,7,5,193,15,313,0,34
07-02-20,Moore,10,2,10,2,0,0,11,1,516,11,527,12,0,0,1,6,1,4,0,0
07-02-20,Morgan,24,0,24,0,0,0,28,0,3785,24,3813,24,0,1,0,20,0,3,0,1
07-02-20,Obion,106,8,103,8,3,0,125,8,2407,42,2532,50,0,2,3,63,5,41,1,13
07-02-20,Out of State,1009,-35,1007,-35,2,0,998,-9,99825,1135,100823,1126,1,8,12,354,-48,647,3,31
07-02-20,Overton,58,1,58,1,0,0,60,1,2145,23,2205,24,0,1,0,41,1,16,0,3
07-02-20,Pending,516,91,515,91,1,0,553,81,68964,1359,69517,1440,0,1,2,36,89,479,1,9
07-02-20,Perry,31,-1,31,-1,0,0,38,1,566,8,604,9,0,0,2,28,-3,3,0,1
07-02-20,Pickett,6,0,6,0,0,0,6,0,478,1,484,1,0,0,0,4,0,2,0,0
07-02-20,Polk,41,0,39,0,2,0,42,0,1025,13,1067,13,0,0,0,31,0,10,0,1
07-02-20,Putnam,814,9,811,9,3,0,961,12,9431,95,10392,107,0,7,9,601,0,206,0,19
07-02-20,Rhea,274,2,274,2,0,0,300,3,2777,33,3077,36,0,0,2,240,0,34,0,5
07-02-20,Roane,50,4,40,4,10,0,56,4,5615,78,5671,82,0,0,0,32,4,18,0,3
07-02-20,Robertson,801,9,799,9,2,0,1002,16,6074,64,7076,80,0,11,11,488,-2,302,0,55
07-02-20,Rutherford,2733,85,2726,85,7,0,3269,106,21576,585,24845,691,0,35,40,1236,45,1462,2,117
07-02-20,Scott,15,0,14,0,1,0,14,0,1203,18,1217,18,0,0,0,13,0,2,0,0
07-02-20,Sequatchie,29,1,29,1,0,0,38,1,1497,25,1535,26,0,0,1,23,0,6,0,2
07-02-20,Sevier,733,76,687,76,46,0,745,79,9067,318,9812,397,0,3,23,411,53,319,1,24
07-02-20,Shelby,10765,421,10748,422,17,-1,12893,495,133253,4198,146146,4693,2,195,150,6889,269,3681,24,852
07-02-20,Smith,103,7,96,7,7,0,110,9,1586,28,1696,37,0,1,0,48,7,54,0,3
07-02-20,Stewart,21,0,21,0,0,0,23,0,770,4,793,4,0,0,0,9,0,12,0,2
07-02-20,Sullivan,101,10,98,10,3,0,106,11,6947,161,7053,172,0,2,0,76,10,23,1,10
07-02-20,Sumner,1507,38,1497,38,10,0,1881,41,13264,194,15145,235,0,52,12,607,26,848,1,223
07-02-20,Tipton,620,9,612,9,8,0,684,11,7738,197,8422,208,1,5,4,488,4,127,0,31
07-02-20,Trousdale,1490,1,1487,1,3,0,1530,2,2366,24,3896,26,0,5,0,1422,1,63,0,15
07-02-20,Unicoi,55,1,55,1,0,0,61,1,1270,8,1331,9,0,0,0,52,1,3,0,1
07-02-20,Union,15,2,15,2,0,0,16,2,1056,26,1072,28,0,0,2,9,0,6,0,0
07-02-20,Van Buren,7,0,7,0,0,0,7,0,483,2,490,2,0,0,0,3,0,4,0,1
07-02-20,Warren,69,4,69,4,0,0,73,4,3059,91,3132,95,0,0,0,34,4,35,1,1
07-02-20,Washington,134,0,127,0,7,0,157,1,6572,131,6729,132,0,0,1,106,-1,28,0,7
07-02-20,Wayne,80,3,80,3,0,0,81,3,2585,22,2666,25,0,0,0,68,3,12,0,2
07-02-20,Weakley,62,1,61,1,1,0,65,2,2212,36,2277,38,0,1,0,37,1,24,0,3
07-02-20,White,65,1,64,1,1,0,77,1,2505,39,2582,40,0,3,1,50,0,12,0,4
07-02-20,Williamson,1148,58,1144,58,4,0,1336,66,18154,578,19490,644,0,14,14,537,44,597,0,53
07-02-20,Wilson,859,30,857,30,2,0,1021,31,11334,246,12355,277,0,17,8,432,22,410,0,51
07-03-20,Anderson,116,11,110,11,6,0,137,12,7912,215,8049,227,0,2,1,72,10,42,0,10
07-03-20,Bedford,545,25,545,25,0,0,639,33,3773,42,4412,75,0,5,11,401,14,139,1,22
07-03-20,Benton,13,1,11,1,2,0,12,1,1094,16,1106,17,0,1,0,8,1,4,0,2
07-03-20,Bledsoe,618,0,618,0,0,0,629,0,3743,12,4372,12,0,1,0,612,0,5,0,5
07-03-20,Blount,212,7,205,6,7,1,257,7,7279,177,7536,184,0,3,5,135,2,74,3,13
07-03-20,Bradley,662,58,640,58,22,0,731,63,6843,239,7574,302,0,3,5,360,53,299,0,36
07-03-20,Campbell,44,3,41,4,3,-1,50,4,2756,65,2806,69,0,1,1,31,2,12,0,3
07-03-20,Cannon,36,2,36,2,0,0,59,3,982,10,1041,13,0,0,0,23,2,13,0,4
07-03-20,Carroll,44,4,39,4,5,0,42,4,1934,27,1976,31,0,1,0,32,4,11,0,7
07-03-20,Carter,56,0,51,0,5,0,58,0,2903,81,2961,81,0,1,1,42,-1,13,0,5
07-03-20,Cheatham,225,5,225,5,0,0,268,5,3115,52,3383,57,0,1,2,107,3,117,0,12
07-03-20,Chester,30,4,30,4,0,0,34,2,931,22,965,24,0,0,1,14,3,16,0,1
07-03-20,Claiborne,41,9,41,9,0,0,47,9,1779,101,1826,110,0,0,0,15,9,26,0,1
07-03-20,Clay,16,0,16,0,0,0,16,0,708,6,724,6,0,0,0,11,0,5,0,0
07-03-20,Cocke,90,14,83,14,7,0,90,13,2288,114,2378,127,0,0,2,41,12,49,0,2
07-03-20,Coffee,117,2,116,2,1,0,147,4,4148,119,4295,123,0,0,3,94,-1,23,0,5
07-03-20,Crockett,34,2,31,2,3,0,39,2,812,22,851,24,0,3,2,20,0,11,0,3
07-03-20,Cumberland,178,4,177,4,1,0,235,5,7028,124,7263,129,0,4,0,122,4,52,0,14
07-03-20,Davidson,10450,325,10438,325,12,0,12318,370,92440,4361,104758,4731,3,118,114,6482,208,3850,7,506
07-03-20,Decatur,22,1,20,1,2,0,25,1,829,18,854,19,0,0,0,15,1,7,0,1
07-03-20,Dekalb,60,3,60,3,0,0,73,4,1979,20,2052,24,0,0,1,39,2,21,0,1
07-03-20,Dickson,201,7,201,7,0,0,258,9,3747,75,4005,84,0,0,5,95,2,106,0,15
07-03-20,Dyer,240,8,229,8,11,0,259,8,2926,80,3185,88,0,1,1,105,7,134,1,22
07-03-20,Fayette,310,9,307,9,3,0,386,15,5748,138,6134,153,0,2,11,195,-2,113,1,28
07-03-20,Fentress,22,3,22,3,0,0,22,3,1319,11,1341,14,0,0,0,14,3,8,1,2
07-03-20,Franklin,82,0,80,0,2,0,112,2,2964,47,3076,49,0,3,0,59,0,20,0,8
07-03-20,Gibson,121,11,111,11,10,0,135,9,3238,67,3373,76,0,1,3,70,8,50,0,6
07-03-20,Giles,56,1,56,1,0,0,67,1,2106,64,2173,65,0,1,1,23,0,32,0,4
07-03-20,Grainger,40,1,36,1,4,0,49,1,1495,51,1544,52,0,0,1,27,0,13,0,5
07-03-20,Greene,95,9,91,9,4,0,102,9,3834,72,3936,81,0,2,5,63,4,30,1,10
07-03-20,Grundy,59,1,58,2,1,-1,67,2,921,9,988,11,0,1,0,50,1,8,0,10
07-03-20,Hamblen,314,18,304,20,10,-2,331,27,5800,252,6131,279,0,4,6,147,12,163,2,25
07-03-20,Hamilton,2665,88,2660,88,5,0,2933,117,28145,1347,31078,1464,3,33,43,1743,42,889,3,128
07-03-20,Hancock,3,0,2,0,1,0,2,0,392,12,394,12,0,0,0,3,0,0,0,1
07-03-20,Hardeman,325,11,324,10,1,1,348,12,6228,38,6576,50,2,5,24,255,-15,65,2,16
07-03-20,Hardin,104,1,101,1,3,0,122,2,2923,60,3045,62,0,7,1,31,0,66,0,8
07-03-20,Hawkins,57,2,56,2,1,0,74,4,2970,69,3044,73,0,2,2,42,0,13,0,7
07-03-20,Haywood,92,11,90,11,2,0,100,10,1447,22,1547,32,0,2,1,33,10,57,1,13
07-03-20,Henderson,44,5,43,5,1,0,54,7,1637,32,1691,39,0,0,2,21,3,23,0,4
07-03-20,Henry,45,3,45,3,0,0,56,2,2511,46,2567,48,0,0,2,37,1,8,0,5
07-03-20,Hickman,80,7,80,7,0,0,105,7,1602,13,1707,20,0,0,1,64,6,16,0,2
07-03-20,Houston,14,1,14,1,0,0,19,1,699,3,718,4,0,0,0,8,1,6,0,4
07-03-20,Humphreys,27,1,26,1,1,0,34,0,1293,20,1327,20,0,1,2,14,-1,12,0,1
07-03-20,Jackson,26,0,26,0,0,0,29,0,954,9,983,9,0,0,1,21,-1,5,0,1
07-03-20,Jefferson,125,4,115,4,10,0,129,6,4168,134,4297,140,0,0,3,63,1,62,0,5
07-03-20,Johnson,39,1,38,1,1,0,41,1,2517,6,2558,7,0,0,0,25,1,14,0,3
07-03-20,Knox,1086,64,1069,65,17,-1,1271,94,36693,1122,37964,1216,0,5,18,613,46,468,1,70
07-03-20,Lake,691,1,688,0,3,1,856,1,3738,12,4594,13,0,0,0,688,1,3,0,3
07-03-20,Lauderdale,139,3,137,3,2,0,165,7,4407,50,4572,57,1,3,2,70,0,66,0,14
07-03-20,Lawrence,152,9,152,9,0,0,184,11,2961,43,3145,54,1,6,4,72,4,74,1,12
07-03-20,Lewis,6,-1,6,-1,0,0,7,-1,733,7,740,6,0,0,0,5,-1,1,-1,0
07-03-20,Lincoln,61,3,61,3,0,0,79,3,2154,16,2233,19,0,0,1,45,2,16,0,4
07-03-20,Loudon,277,6,260,6,17,0,287,6,3950,66,4237,72,0,1,1,217,5,59,0,10
07-03-20,Macon,436,15,433,15,3,0,477,15,2635,79,3112,94,0,3,0,199,15,234,1,18
07-03-20,Madison,280,16,260,16,20,0,332,15,7275,155,7607,170,0,2,4,178,12,100,1,23
07-03-20,Marion,71,4,69,3,2,1,80,4,1748,39,1828,43,0,4,1,47,3,20,0,13
07-03-20,Marshall,81,7,81,7,0,0,93,8,1801,24,1894,32,0,1,0,43,7,37,0,8
07-03-20,Maury,326,15,326,15,0,0,392,21,5159,62,5551,83,0,3,5,179,10,144,0,15
07-03-20,McMinn,227,9,223,9,4,0,277,10,4345,98,4622,108,1,18,3,164,5,45,0,26
07-03-20,McNairy,68,4,67,4,1,0,75,6,1414,23,1489,29,0,0,2,33,2,35,0,6
07-03-20,Meigs,33,1,33,1,0,0,47,1,940,17,987,18,0,0,0,27,1,6,0,4
07-03-20,Monroe,137,1,126,1,11,0,153,0,2129,33,2282,33,1,6,3,95,-3,36,1,13
07-03-20,Montgomery,534,21,532,21,2,0,609,22,13128,196,13737,218,0,7,5,198,16,329,0,34
07-03-20,Moore,12,2,12,2,0,0,14,3,526,10,540,13,0,0,1,7,1,5,0,0
07-03-20,Morgan,25,1,25,1,0,0,29,1,3809,24,3838,25,0,1,1,21,0,3,0,1
07-03-20,Obion,113,7,109,6,4,1,133,8,2462,55,2595,63,0,2,3,66,4,45,0,13
07-03-20,Out of State,1065,56,1063,56,2,0,1057,59,100539,714,101596,773,-1,7,8,362,49,696,0,31
07-03-20,Overton,59,1,59,1,0,0,61,1,2169,24,2230,25,0,1,2,43,-1,15,0,3
07-03-20,Pending,581,65,581,66,0,-1,636,83,71120,2156,71756,2239,0,1,6,42,59,538,0,9
07-03-20,Perry,33,2,33,2,0,0,40,2,570,4,610,6,0,0,0,28,2,5,0,1
07-03-20,Pickett,6,0,6,0,0,0,6,0,487,9,493,9,0,0,0,4,0,2,0,0
07-03-20,Polk,44,3,42,3,2,0,45,3,1050,25,1095,28,0,0,1,32,2,12,0,1
07-03-20,Putnam,853,39,849,38,4,1,1006,45,9716,285,10722,330,0,7,3,604,36,242,0,19
07-03-20,Rhea,276,2,276,2,0,0,303,3,2826,49,3129,52,0,0,1,241,1,35,0,5
07-03-20,Roane,59,9,49,9,10,0,65,9,5723,108,5788,117,0,0,3,35,6,24,0,3
07-03-20,Robertson,815,14,813,14,2,0,1016,14,6174,100,7190,114,0,11,8,496,6,308,1,56
07-03-20,Rutherford,2854,121,2847,121,7,0,3409,140,22305,729,25714,869,0,35,31,1267,90,1552,1,118
07-03-20,Scott,18,3,17,3,1,0,17,3,1226,23,1243,26,0,0,1,14,2,4,0,0
07-03-20,Sequatchie,33,4,33,4,0,0,44,6,1525,28,1569,34,0,0,0,23,4,10,0,2
07-03-20,Sevier,768,35,723,36,45,-1,781,36,9310,243,10091,279,0,3,26,437,9,328,1,25
07-03-20,Shelby,11145,380,11128,380,17,0,13384,491,137461,4208,150845,4699,2,197,196,7085,182,3863,15,867
07-03-20,Smith,111,8,104,8,7,0,118,8,1659,73,1777,81,0,1,1,49,7,61,0,3
07-03-20,Stewart,23,2,23,2,0,0,25,2,783,13,808,15,0,0,0,9,2,14,0,2
07-03-20,Sullivan,108,7,105,7,3,0,114,8,7229,282,7343,290,0,2,4,80,3,26,1,11
07-03-20,Sumner,1559,52,1549,52,10,0,1935,54,13686,422,15621,476,0,52,9,616,43,891,3,226
07-03-20,Tipton,633,13,625,13,8,0,697,13,7954,216,8651,229,0,5,2,490,11,138,0,31
07-03-20,Trousdale,1494,4,1491,4,3,0,1535,5,2410,44,3945,49,0,5,2,1424,2,65,0,15
07-03-20,Unicoi,55,0,55,0,0,0,61,0,1271,1,1332,1,0,0,0,52,0,3,0,1
07-03-20,Union,16,1,16,1,0,0,18,2,1074,18,1092,20,0,0,0,9,1,7,0,0
07-03-20,Van Buren,8,1,8,1,0,0,8,1,490,7,498,8,0,0,0,3,1,5,0,1
07-03-20,Warren,72,3,72,3,0,0,77,4,3122,63,3199,67,0,0,0,34,3,38,0,1
07-03-20,Washington,142,8,135,8,7,0,167,10,6703,131,6870,141,0,0,7,113,1,29,1,8
07-03-20,Wayne,82,2,82,2,0,0,84,3,2601,16,2685,19,0,0,0,68,2,14,0,2
07-03-20,Weakley,63,1,62,1,1,0,66,1,2290,78,2356,79,0,1,1,38,0,24,0,3
07-03-20,White,70,5,69,5,1,0,82,5,2569,64,2651,69,0,3,0,50,5,17,0,4
07-03-20,Williamson,1226,78,1223,79,3,-1,1425,89,18774,620,20199,709,0,14,17,554,61,658,0,53
07-03-20,Wilson,891,32,889,32,2,0,1062,41,11794,460,12856,501,0,17,6,438,26,436,0,51
07-04-20,Anderson,134,18,128,18,6,0,157,20,8051,139,8208,159,0,2,2,74,16,58,0,10
07-04-20,Bedford,559,14,559,14,0,0,654,15,3804,31,4458,46,0,5,4,405,10,149,1,23
07-04-20,Benton,13,0,11,0,2,0,12,0,1102,8,1114,8,0,1,1,9,-1,3,0,2
07-04-20,Bledsoe,619,1,618,0,1,1,629,0,3754,11,4383,11,0,1,0,612,1,6,0,5
07-04-20,Blount,218,6,211,6,7,0,265,8,7408,129,7673,137,0,3,0,135,6,80,1,14
07-04-20,Bradley,674,12,652,12,22,0,737,6,6901,58,7638,64,0,3,7,367,5,304,1,37
07-04-20,Campbell,48,4,44,3,4,1,53,3,2800,44,2853,47,0,1,1,32,3,15,0,3
07-04-20,Cannon,36,0,36,0,0,0,59,0,998,16,1057,16,0,0,0,23,0,13,0,4
07-04-20,Carroll,48,4,43,4,5,0,46,4,1955,21,2001,25,0,1,1,33,3,14,0,7
07-04-20,Carter,57,1,52,1,5,0,59,1,2949,46,3008,47,0,1,4,46,-3,10,0,5
07-04-20,Cheatham,225,0,225,0,0,0,267,-1,3177,62,3444,61,0,1,0,107,0,117,0,12
07-04-20,Chester,34,4,34,4,0,0,37,3,940,9,977,12,0,0,1,15,3,19,0,1
07-04-20,Claiborne,44,3,44,3,0,0,50,3,1821,42,1871,45,0,0,1,16,2,28,0,1
07-04-20,Clay,16,0,16,0,0,0,16,0,714,6,730,6,0,0,0,11,0,5,0,0
07-04-20,Cocke,91,1,84,1,7,0,91,1,2309,21,2400,22,0,0,0,41,1,50,0,2
07-04-20,Coffee,117,0,116,0,1,0,147,0,4232,84,4379,84,0,0,1,95,-1,22,1,6
07-04-20,Crockett,35,1,32,1,3,0,40,1,819,7,859,8,0,3,0,20,1,12,0,3
07-04-20,Cumberland,180,2,178,1,2,1,237,2,7102,74,7339,76,0,4,0,122,2,54,0,14
07-04-20,Davidson,10726,276,10714,276,12,0,12640,322,94103,1663,106743,1985,0,118,103,6585,173,4023,0,506
07-04-20,Decatur,22,0,20,0,2,0,25,0,834,5,859,5,0,0,0,15,0,7,0,1
07-04-20,Dekalb,66,6,66,6,0,0,79,6,2029,50,2108,56,0,0,0,39,6,27,0,1
07-04-20,Dickson,206,5,206,5,0,0,264,6,3811,64,4075,70,0,0,4,99,1,107,0,15
07-04-20,Dyer,248,8,237,8,11,0,267,8,2976,50,3243,58,0,1,2,107,6,140,0,22
07-04-20,Fayette,312,2,309,2,3,0,384,-2,5853,105,6237,103,0,2,5,200,-3,110,0,28
07-04-20,Fentress,22,0,22,0,0,0,22,0,1329,10,1351,10,0,0,0,14,0,8,0,2
07-04-20,Franklin,84,2,82,2,2,0,114,2,2982,18,3096,20,0,3,1,60,1,21,0,8
07-04-20,Gibson,128,7,118,7,10,0,145,10,3263,25,3408,35,0,1,1,71,6,56,1,7
07-04-20,Giles,58,2,58,2,0,0,69,2,2148,42,2217,44,0,1,1,24,1,33,0,4
07-04-20,Grainger,42,2,38,2,4,0,50,1,1525,30,1575,31,0,0,0,27,2,15,0,5
07-04-20,Greene,101,6,97,6,4,0,108,6,3854,20,3962,26,0,2,6,69,0,30,0,10
07-04-20,Grundy,59,0,58,0,1,0,67,0,927,6,994,6,0,1,0,50,0,8,0,10
07-04-20,Hamblen,317,3,307,3,10,0,337,6,5844,44,6181,50,0,4,7,154,-4,159,0,25
07-04-20,Hamilton,2716,51,2711,51,5,0,2989,56,28494,349,31483,405,2,35,41,1784,8,897,2,130
07-04-20,Hancock,4,1,3,1,1,0,3,1,397,5,400,6,0,0,0,3,1,1,1,2
07-04-20,Hardeman,329,4,328,4,1,0,350,2,6248,20,6598,22,0,5,1,256,3,68,0,16
07-04-20,Hardin,109,5,106,5,3,0,126,4,2938,15,3064,19,0,7,4,35,1,67,0,8
07-04-20,Hawkins,56,-1,56,0,0,-1,75,1,3033,63,3108,64,0,2,0,42,-1,12,0,7
07-04-20,Haywood,91,-1,89,-1,2,0,101,1,1453,6,1554,7,0,2,1,34,-2,55,0,13
07-04-20,Henderson,45,1,44,1,1,0,57,3,1651,14,1708,17,0,0,2,23,-1,22,0,4
07-04-20,Henry,44,-1,44,-1,0,0,55,-1,2594,83,2649,82,0,0,0,37,-1,7,0,5
07-04-20,Hickman,80,0,80,0,0,0,105,0,1618,16,1723,16,0,0,0,64,0,16,0,2
