Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,Test % Positive,Geography
06/03/2021,Chenango,1,3476,585,118904,0.17%,COUNTY
06/03/2021,Clinton,1,4833,578,208282,0.17%,COUNTY
06/03/2021,Columbia,0,4046,537,138431,0.00%,COUNTY
06/03/2021,Cortland,3,3898,306,176409,0.98%,COUNTY
06/03/2021,Delaware,4,2361,379,103468,1.06%,COUNTY
06/03/2021,Dutchess,9,29422,1932,761763,0.47%,COUNTY
06/03/2021,Erie,33,89386,5775,2294655,0.57%,COUNTY
06/03/2021,Essex,1,1591,210,77567,0.48%,COUNTY
06/03/2021,Finger Lakes,88,101573,9300,3035144,0.95%,REGION
06/03/2021,Franklin,2,2552,336,93249,0.60%,COUNTY
06/03/2021,Fulton,4,4406,508,110923,0.79%,COUNTY
06/03/2021,Genesee,1,5427,548,144733,0.18%,COUNTY
06/03/2021,Greene,2,3400,256,89946,0.78%,COUNTY
06/03/2021,Hamilton,0,313,21,9819,0.00%,COUNTY
06/03/2021,Herkimer,2,5174,541,162879,0.37%,COUNTY
06/03/2021,Jefferson,3,6090,828,172555,0.36%,COUNTY
06/03/2021,Kings,102,275093,27291,6972173,0.37%,COUNTY
06/03/2021,Lewis,3,2795,163,52161,1.84%,COUNTY
06/03/2021,Livingston,5,4504,494,166614,1.01%,COUNTY
06/03/2021,Long Island,81,383965,25099,8249483,0.32%,REGION
06/03/2021,Madison,2,4548,509,202754,0.39%,COUNTY
06/03/2021,Mid-Hudson,75,285072,19146,6131505,0.39%,REGION
06/03/2021,Mohawk Valley,28,41503,4570,1441060,0.61%,REGION
06/03/2021,Monroe,70,68625,6090,2012832,1.15%,COUNTY
06/03/2021,Montgomery,2,4251,546,112032,0.37%,COUNTY
06/03/2021,Nassau,43,183309,11532,4072131,0.37%,COUNTY
06/03/2021,New York,68,137886,21422,5722719,0.32%,COUNTY
06/03/2021,New York City,350,934933,98426,24312931,0.36%,REGION
06/03/2021,Niagara,4,19995,1218,472396,0.33%,COUNTY
06/03/2021,North Country,11,24791,3544,945044,0.31%,REGION
06/03/2021,Oneida,18,22532,2119,825506,0.85%,COUNTY
06/03/2021,Onondaga,18,38758,3942,1558569,0.46%,COUNTY
06/03/2021,Ontario,2,7394,662,247964,0.30%,COUNTY
06/03/2021,Orange,11,48201,2101,807673,0.52%,COUNTY
06/03/2021,Orleans,3,3113,165,78086,1.82%,COUNTY
06/03/2021,Oswego,5,7587,658,274707,0.76%,COUNTY
06/03/2021,Otsego,1,3450,650,168940,0.15%,COUNTY
06/03/2021,Putnam,4,10589,605,232484,0.66%,COUNTY
06/03/2021,Queens,85,271567,24476,6220938,0.35%,COUNTY
06/03/2021,Rensselaer,9,11204,917,469234,0.98%,COUNTY
06/03/2021,Richmond,30,74281,7923,1644615,0.38%,COUNTY
06/03/2021,Rockland,14,46882,4252,850467,0.33%,COUNTY
06/03/2021,STATEWIDE,779,2087356,187686,56364498,0.42%,STATEWIDE
06/03/2021,Saratoga,6,15324,1349,501252,0.44%,COUNTY
06/03/2021,Schenectady,2,13170,1667,416600,0.12%,COUNTY
06/03/2021,Schoharie,1,1690,206,60780,0.49%,COUNTY
06/03/2021,Schuyler,4,1060,152,44014,2.63%,COUNTY
06/03/2021,Seneca,1,2005,195,66713,0.51%,COUNTY
06/03/2021,Southern Tier,45,48267,5160,3829492,0.87%,REGION
06/03/2021,St. Lawrence,1,6617,1408,331411,0.07%,COUNTY
06/03/2021,Steuben,10,6924,571,219103,1.75%,COUNTY
06/03/2021,Suffolk,38,200656,13567,4177352,0.28%,COUNTY
06/03/2021,Sullivan,7,6648,457,133867,1.53%,COUNTY
06/03/2021,Tioga,2,3801,262,111231,0.76%,COUNTY
06/03/2021,Tompkins,3,4334,1082,2380073,0.28%,COUNTY
06/03/2021,Ulster,1,13881,1438,435448,0.07%,COUNTY
06/03/2021,Warren,3,3648,439,146870,0.68%,COUNTY
06/03/2021,Washington,0,3142,517,130436,0.00%,COUNTY
06/03/2021,Wayne,5,5752,626,188689,0.80%,COUNTY
06/03/2021,Westchester,29,129449,8361,2909803,0.35%,COUNTY
06/03/2021,Western New York,44,127553,8396,3394921,0.52%,REGION
06/03/2021,Wyoming,1,3575,354,83512,0.28%,COUNTY
06/03/2021,Yates,0,1178,166,46001,0.00%,COUNTY
06/02/2021,Albany,6,24648,1075,721184,0.56%,COUNTY
06/02/2021,Allegany,2,3535,265,158480,0.75%,COUNTY
06/02/2021,Bronx,55,176041,11334,3735172,0.49%,COUNTY
06/02/2021,Broome,9,18566,1897,616236,0.47%,COUNTY
06/02/2021,Capital Region,20,78560,4283,2608271,0.47%,REGION
06/02/2021,Cattaraugus,2,5709,491,159341,0.41%,COUNTY
06/02/2021,Cayuga,3,6319,401,195578,0.75%,COUNTY
06/02/2021,Central New York,21,61082,4240,2402602,0.50%,REGION
06/02/2021,Chautauqua,2,8921,762,308646,0.26%,COUNTY
06/02/2021,Chemung,0,7724,509,234334,0.00%,COUNTY
06/02/2021,Chenango,2,3475,295,118319,0.68%,COUNTY
06/02/2021,Clinton,0,4832,155,207704,0.00%,COUNTY
06/02/2021,Columbia,0,4046,221,137894,0.00%,COUNTY
06/02/2021,Cortland,2,3895,320,176103,0.63%,COUNTY
06/02/2021,Delaware,0,2357,136,103089,0.00%,COUNTY
06/02/2021,Dutchess,11,29413,1543,759831,0.71%,COUNTY
06/02/2021,Erie,18,89353,5566,2288880,0.32%,COUNTY
06/02/2021,Essex,0,1590,162,77357,0.00%,COUNTY
06/02/2021,Finger Lakes,38,101485,7769,3025844,0.49%,REGION
06/02/2021,Franklin,0,2550,74,92913,0.00%,COUNTY
06/02/2021,Fulton,2,4402,325,110415,0.62%,COUNTY
06/02/2021,Genesee,1,5426,560,144185,0.18%,COUNTY
06/02/2021,Greene,0,3398,179,89690,0.00%,COUNTY
06/02/2021,Hamilton,0,313,17,9798,0.00%,COUNTY
06/02/2021,Herkimer,0,5172,771,162338,0.00%,COUNTY
06/02/2021,Jefferson,6,6087,342,171727,1.75%,COUNTY
06/02/2021,Kings,81,274991,19910,6944882,0.41%,COUNTY
06/02/2021,Lewis,2,2792,152,51998,1.32%,COUNTY
06/02/2021,Livingston,0,4499,352,166120,0.00%,COUNTY
06/02/2021,Long Island,76,383884,16473,8224384,0.46%,REGION
06/02/2021,Madison,0,4546,443,202245,0.00%,COUNTY
06/02/2021,Mid-Hudson,53,284997,12094,6112359,0.44%,REGION
06/02/2021,Mohawk Valley,23,41475,3568,1436490,0.64%,REGION
06/02/2021,Monroe,33,68555,4887,2006742,0.68%,COUNTY
06/02/2021,Montgomery,0,4249,415,111486,0.00%,COUNTY
06/02/2021,Nassau,33,183266,7698,4060599,0.43%,COUNTY
06/02/2021,New York,32,137818,12597,5701297,0.25%,COUNTY
06/02/2021,New York City,269,934583,63278,24214505,0.43%,REGION
06/02/2021,Niagara,5,19991,1238,471178,0.40%,COUNTY
06/02/2021,North Country,12,24780,1407,941500,0.85%,REGION
06/02/2021,Oneida,20,22514,1801,823387,1.11%,COUNTY
06/02/2021,Onondaga,14,38740,2173,1554627,0.65%,COUNTY
06/02/2021,Ontario,2,7392,516,247302,0.39%,COUNTY
06/02/2021,Orange,18,48190,2265,805572,0.79%,COUNTY
06/02/2021,Orleans,0,3110,335,77921,0.00%,COUNTY
06/02/2021,Oswego,2,7582,903,274049,0.22%,COUNTY
06/02/2021,Otsego,1,3449,176,168290,0.57%,COUNTY
06/02/2021,Putnam,4,10585,467,231879,0.86%,COUNTY
06/02/2021,Queens,77,271482,15266,6196462,0.50%,COUNTY
06/02/2021,Rensselaer,1,11195,519,468317,0.19%,COUNTY
06/02/2021,Richmond,24,74251,4171,1636692,0.58%,COUNTY
06/02/2021,Rockland,4,46868,1475,846215,0.27%,COUNTY
06/02/2021,STATEWIDE,565,2086577,128002,56176812,0.45%,STATEWIDE
06/02/2021,Saratoga,6,15318,865,499903,0.69%,COUNTY
06/02/2021,Schenectady,1,13168,751,414933,0.13%,COUNTY
06/02/2021,Schoharie,0,1689,80,60574,0.00%,COUNTY
06/02/2021,Schuyler,0,1056,84,43862,0.00%,COUNTY
06/02/2021,Seneca,1,2004,129,66518,0.78%,COUNTY
06/02/2021,Southern Tier,24,48222,6568,3824332,0.43%,REGION
06/02/2021,St. Lawrence,4,6616,505,330003,0.79%,COUNTY
06/02/2021,Steuben,4,6914,492,218532,0.81%,COUNTY
06/02/2021,Suffolk,43,200618,8775,4163785,0.49%,COUNTY
06/02/2021,Sullivan,3,6641,321,133410,0.93%,COUNTY
06/02/2021,Tioga,3,3799,417,110969,0.72%,COUNTY
06/02/2021,Tompkins,6,4331,2738,2378991,0.35%,COUNTY
06/02/2021,Ulster,4,13880,886,434010,0.45%,COUNTY
06/02/2021,Warren,5,3645,252,146431,1.98%,COUNTY
06/02/2021,Washington,1,3142,421,129919,0.24%,COUNTY
06/02/2021,Wayne,1,5747,661,188063,0.15%,COUNTY
06/02/2021,Westchester,9,129420,5137,2901442,0.18%,COUNTY
06/02/2021,Western New York,29,127509,8322,3386525,0.35%,REGION
06/02/2021,Wyoming,0,3574,267,83158,0.00%,COUNTY
06/02/2021,Yates,0,1178,62,45835,0.00%,COUNTY
06/01/2021,Albany,8,24642,670,720109,1.19%,COUNTY
06/01/2021,Allegany,1,3533,277,158215,0.36%,COUNTY
06/01/2021,Bronx,26,175986,5164,3723838,0.50%,COUNTY
06/01/2021,Broome,3,18557,582,614339,0.52%,COUNTY
06/01/2021,Capital Region,33,78540,2319,2603988,1.42%,REGION
06/01/2021,Cattaraugus,5,5707,278,158850,1.80%,COUNTY
06/01/2021,Cayuga,3,6316,250,195177,1.20%,COUNTY
06/01/2021,Central New York,20,61061,2126,2398362,0.94%,REGION
06/01/2021,Chautauqua,1,8919,242,307884,0.41%,COUNTY
06/01/2021,Chemung,2,7724,282,233825,0.71%,COUNTY
06/01/2021,Chenango,2,3473,99,118024,2.02%,COUNTY
06/01/2021,Clinton,2,4832,74,207549,2.70%,COUNTY
06/01/2021,Columbia,1,4046,115,137673,0.87%,COUNTY
06/01/2021,Cortland,4,3893,132,175783,3.03%,COUNTY
06/01/2021,Delaware,0,2357,81,102953,0.00%,COUNTY
06/01/2021,Dutchess,8,29402,693,758288,1.15%,COUNTY
06/01/2021,Erie,21,89335,2810,2283314,0.75%,COUNTY
06/01/2021,Essex,0,1590,93,77195,0.00%,COUNTY
06/01/2021,Finger Lakes,52,101447,3731,3018075,1.39%,REGION
06/01/2021,Franklin,1,2550,46,92839,2.17%,COUNTY
06/01/2021,Fulton,2,4400,191,110090,1.05%,COUNTY
06/01/2021,Genesee,2,5425,460,143625,0.43%,COUNTY
06/01/2021,Greene,0,3398,106,89511,0.00%,COUNTY
06/01/2021,Hamilton,0,313,6,9781,0.00%,COUNTY
06/01/2021,Herkimer,0,5172,174,161567,0.00%,COUNTY
06/01/2021,Jefferson,1,6081,154,171385,0.65%,COUNTY
06/01/2021,Kings,57,274910,16703,6924972,0.34%,COUNTY
06/01/2021,Lewis,3,2790,168,51846,1.79%,COUNTY
06/01/2021,Livingston,1,4499,170,165768,0.59%,COUNTY
06/01/2021,Long Island,48,383808,8100,8207911,0.59%,REGION
06/01/2021,Madison,0,4546,169,201802,0.00%,COUNTY
06/01/2021,Mid-Hudson,45,284944,9479,6100265,0.47%,REGION
06/01/2021,Mohawk Valley,12,41452,1476,1432922,0.81%,REGION
06/01/2021,Monroe,42,68522,2198,2001855,1.91%,COUNTY
06/01/2021,Montgomery,1,4249,97,111071,1.03%,COUNTY
06/01/2021,Nassau,21,183233,4011,4052901,0.52%,COUNTY
06/01/2021,New York,20,137786,5654,5688700,0.35%,COUNTY
06/01/2021,New York City,168,934314,37253,24151227,0.45%,REGION
06/01/2021,Niagara,6,19986,603,469940,1.00%,COUNTY
06/01/2021,North Country,8,24768,687,940093,1.16%,REGION
06/01/2021,Oneida,9,22494,784,821586,1.15%,COUNTY
06/01/2021,Onondaga,11,38726,1287,1552454,0.85%,COUNTY
06/01/2021,Ontario,5,7390,179,246786,2.79%,COUNTY
06/01/2021,Orange,10,48172,1178,803307,0.85%,COUNTY
06/01/2021,Orleans,0,3110,144,77586,0.00%,COUNTY
06/01/2021,Oswego,2,7580,288,273146,0.69%,COUNTY
06/01/2021,Otsego,0,3448,187,168114,0.00%,COUNTY
06/01/2021,Putnam,4,10581,218,231412,1.83%,COUNTY
06/01/2021,Queens,50,271405,7868,6181196,0.64%,COUNTY
06/01/2021,Rensselaer,2,11194,259,467798,0.77%,COUNTY
06/01/2021,Richmond,15,74227,1864,1632521,0.80%,COUNTY
06/01/2021,Rockland,7,46864,3771,844740,0.19%,COUNTY
06/01/2021,STATEWIDE,431,2086012,71019,56048810,0.61%,STATEWIDE
06/01/2021,Saratoga,6,15312,459,499038,1.31%,COUNTY
06/01/2021,Schenectady,11,13167,451,414182,2.44%,COUNTY
06/01/2021,Schoharie,0,1689,43,60494,0.00%,COUNTY
06/01/2021,Schuyler,0,1056,47,43778,0.00%,COUNTY
06/01/2021,Seneca,0,2003,80,66389,0.00%,COUNTY
06/01/2021,Southern Tier,11,48198,1638,3817764,0.67%,REGION
06/01/2021,St. Lawrence,1,6612,146,329498,0.68%,COUNTY
06/01/2021,Steuben,1,6910,245,218040,0.41%,COUNTY
06/01/2021,Suffolk,27,200575,4089,4155010,0.66%,COUNTY
06/01/2021,Sullivan,1,6638,139,133089,0.72%,COUNTY
06/01/2021,Tioga,1,3796,133,110552,0.75%,COUNTY
06/01/2021,Tompkins,2,4325,169,2376253,1.18%,COUNTY
06/01/2021,Ulster,3,13876,319,433124,0.94%,COUNTY
06/01/2021,Warren,2,3640,123,146179,1.63%,COUNTY
06/01/2021,Washington,3,3141,136,129498,2.21%,COUNTY
06/01/2021,Wayne,1,5746,316,187402,0.32%,COUNTY
06/01/2021,Westchester,12,129411,3161,2896305,0.38%,COUNTY
06/01/2021,Western New York,34,127480,4210,3378203,0.81%,REGION
06/01/2021,Wyoming,0,3574,148,82891,0.00%,COUNTY
06/01/2021,Yates,1,1178,36,45773,2.78%,COUNTY
05/31/2021,Albany,1,24634,305,719439,0.33%,COUNTY
05/31/2021,Allegany,1,3532,60,157938,1.67%,COUNTY
05/31/2021,Bronx,44,175960,4509,3718674,0.98%,COUNTY
05/31/2021,Broome,4,18554,362,613757,1.10%,COUNTY
05/31/2021,Capital Region,12,78507,1269,2601669,0.95%,REGION
05/31/2021,Cattaraugus,0,5702,147,158572,0.00%,COUNTY
05/31/2021,Cayuga,0,6313,48,194927,0.00%,COUNTY
05/31/2021,Central New York,14,61041,627,2396236,2.23%,REGION
05/31/2021,Chautauqua,0,8918,42,307642,0.00%,COUNTY
05/31/2021,Chemung,4,7722,167,233543,2.40%,COUNTY
05/31/2021,Chenango,2,3471,47,117925,4.26%,COUNTY
05/31/2021,Clinton,0,4830,167,207475,0.00%,COUNTY
05/31/2021,Columbia,0,4045,77,137558,0.00%,COUNTY
05/31/2021,Cortland,2,3889,57,175651,3.51%,COUNTY
05/31/2021,Delaware,1,2357,84,102872,1.19%,COUNTY
05/31/2021,Dutchess,2,29394,814,757595,0.25%,COUNTY
05/31/2021,Erie,25,89314,1892,2280504,1.32%,COUNTY
05/31/2021,Essex,0,1590,45,77102,0.00%,COUNTY
05/31/2021,Finger Lakes,45,101395,2149,3014344,2.09%,REGION
05/31/2021,Franklin,0,2549,60,92793,0.00%,COUNTY
05/31/2021,Fulton,0,4398,71,109899,0.00%,COUNTY
05/31/2021,Genesee,2,5423,78,143165,2.56%,COUNTY
05/31/2021,Greene,0,3398,33,89405,0.00%,COUNTY
05/31/2021,Hamilton,0,313,3,9775,0.00%,COUNTY
05/31/2021,Herkimer,6,5172,141,161393,4.26%,COUNTY
05/31/2021,Jefferson,2,6080,249,171231,0.80%,COUNTY
05/31/2021,Kings,53,274853,7516,6908269,0.71%,COUNTY
05/31/2021,Lewis,1,2787,31,51678,3.23%,COUNTY
05/31/2021,Livingston,1,4498,144,165598,0.69%,COUNTY
05/31/2021,Long Island,45,383760,7569,8199811,0.59%,REGION
05/31/2021,Madison,0,4546,56,201633,0.00%,COUNTY
05/31/2021,Mid-Hudson,33,284899,5639,6090786,0.59%,REGION
05/31/2021,Mohawk Valley,11,41440,907,1431446,1.21%,REGION
05/31/2021,Monroe,40,68480,1335,1999657,3.00%,COUNTY
05/31/2021,Montgomery,0,4248,71,110974,0.00%,COUNTY
05/31/2021,Nassau,17,183212,3744,4048890,0.45%,COUNTY
05/31/2021,New York,24,137766,5100,5683046,0.47%,COUNTY
05/31/2021,New York City,176,934146,25834,24113974,0.68%,REGION
05/31/2021,Niagara,10,19980,438,469337,2.28%,COUNTY
05/31/2021,North Country,3,24760,714,939406,0.42%,REGION
05/31/2021,Oneida,4,22485,458,820802,0.87%,COUNTY
05/31/2021,Onondaga,12,38715,400,1551167,3.00%,COUNTY
05/31/2021,Ontario,1,7385,186,246607,0.54%,COUNTY
05/31/2021,Orange,8,48162,764,802129,1.05%,COUNTY
05/31/2021,Orleans,0,3110,115,77442,0.00%,COUNTY
05/31/2021,Oswego,0,7578,66,272858,0.00%,COUNTY
05/31/2021,Otsego,1,3448,104,167927,0.96%,COUNTY
05/31/2021,Putnam,2,10577,239,231194,0.84%,COUNTY
05/31/2021,Queens,38,271355,6837,6173328,0.56%,COUNTY
05/31/2021,Rensselaer,3,11192,209,467539,1.44%,COUNTY
05/31/2021,Richmond,17,74212,1872,1630657,0.91%,COUNTY
05/31/2021,Rockland,8,46857,838,840969,0.95%,COUNTY
05/31/2021,STATEWIDE,391,2085581,50528,55977791,0.80%,STATEWIDE
05/31/2021,Saratoga,4,15306,307,498579,1.30%,COUNTY
05/31/2021,Schenectady,2,13156,145,413731,1.38%,COUNTY
05/31/2021,Schoharie,0,1689,62,60451,0.00%,COUNTY
05/31/2021,Schuyler,0,1056,23,43731,0.00%,COUNTY
05/31/2021,Seneca,1,2003,74,66309,1.35%,COUNTY
05/31/2021,Southern Tier,16,48187,3241,3816126,1.02%,REGION
05/31/2021,St. Lawrence,0,6611,159,329352,0.00%,COUNTY
05/31/2021,Steuben,3,6909,217,217795,1.38%,COUNTY
05/31/2021,Suffolk,28,200548,3825,4150921,0.73%,COUNTY
05/31/2021,Sullivan,0,6637,127,132950,0.00%,COUNTY
05/31/2021,Tioga,1,3795,82,110419,1.22%,COUNTY
05/31/2021,Tompkins,1,4323,2259,2376084,0.17%,COUNTY
05/31/2021,Ulster,1,13873,313,432805,0.32%,COUNTY
05/31/2021,Warren,0,3638,107,146056,0.00%,COUNTY
05/31/2021,Washington,2,3138,86,129362,2.33%,COUNTY
05/31/2021,Wayne,0,5745,144,187086,0.00%,COUNTY
05/31/2021,Westchester,12,129399,2544,2893144,0.47%,COUNTY
05/31/2021,Western New York,36,127446,2579,3373993,1.40%,REGION
05/31/2021,Wyoming,0,3574,55,82743,0.00%,COUNTY
05/31/2021,Yates,0,1177,18,45737,0.00%,COUNTY
05/30/2021,Albany,5,24633,577,719134,0.87%,COUNTY
05/30/2021,Allegany,2,3531,66,157878,3.03%,COUNTY
05/30/2021,Bronx,36,175916,5829,3714165,0.62%,COUNTY
05/30/2021,Broome,2,18550,425,613395,0.47%,COUNTY
05/30/2021,Capital Region,20,78495,2109,2600400,0.95%,REGION
05/30/2021,Cattaraugus,0,5702,96,158425,0.00%,COUNTY
05/30/2021,Cayuga,2,6313,111,194879,1.80%,COUNTY
05/30/2021,Central New York,29,61027,2172,2395609,1.34%,REGION
05/30/2021,Chautauqua,1,8918,89,307600,1.12%,COUNTY
05/30/2021,Chemung,11,7718,230,233376,4.78%,COUNTY
05/30/2021,Chenango,1,3469,99,117878,1.01%,COUNTY
05/30/2021,Clinton,3,4830,409,207308,0.73%,COUNTY
05/30/2021,Columbia,1,4045,216,137481,0.46%,COUNTY
05/30/2021,Cortland,7,3887,116,175594,6.03%,COUNTY
05/30/2021,Delaware,2,2356,110,102788,1.82%,COUNTY
05/30/2021,Dutchess,7,29392,983,756781,0.85%,COUNTY
05/30/2021,Erie,19,89289,1844,2278612,1.03%,COUNTY
05/30/2021,Essex,1,1590,78,77057,1.28%,COUNTY
05/30/2021,Finger Lakes,61,101350,4255,3012195,1.43%,REGION
05/30/2021,Franklin,3,2549,106,92733,2.83%,COUNTY
05/30/2021,Fulton,1,4398,104,109828,0.96%,COUNTY
05/30/2021,Genesee,0,5421,134,143087,0.00%,COUNTY
05/30/2021,Greene,1,3398,56,89372,1.79%,COUNTY
05/30/2021,Hamilton,0,313,4,9772,0.00%,COUNTY
05/30/2021,Herkimer,2,5166,119,161252,1.68%,COUNTY
05/30/2021,Jefferson,5,6078,191,170982,2.62%,COUNTY
05/30/2021,Kings,56,274800,8645,6900753,0.65%,COUNTY
05/30/2021,Lewis,3,2786,63,51647,4.76%,COUNTY
05/30/2021,Livingston,1,4497,158,165454,0.63%,COUNTY
05/30/2021,Long Island,45,383715,11311,8192242,0.40%,REGION
05/30/2021,Madison,5,4546,96,201577,5.21%,COUNTY
05/30/2021,Mid-Hudson,46,284866,7639,6085147,0.61%,REGION
05/30/2021,Mohawk Valley,16,41429,1131,1430539,1.41%,REGION
05/30/2021,Monroe,54,68440,2953,1998322,1.83%,COUNTY
05/30/2021,Montgomery,0,4248,105,110903,0.00%,COUNTY
05/30/2021,Nassau,26,183195,5292,4045146,0.49%,COUNTY
05/30/2021,New York,32,137742,7011,5677946,0.46%,COUNTY
05/30/2021,New York City,207,933970,35208,24088140,0.59%,REGION
05/30/2021,Niagara,2,19970,406,468899,0.49%,COUNTY
05/30/2021,North Country,17,24757,990,938692,1.72%,REGION
05/30/2021,Oneida,10,22481,632,820344,1.58%,COUNTY
05/30/2021,Onondaga,12,38703,1564,1550767,0.77%,COUNTY
05/30/2021,Ontario,3,7384,427,246421,0.70%,COUNTY
05/30/2021,Orange,9,48154,1104,801365,0.82%,COUNTY
05/30/2021,Orleans,1,3110,65,77327,1.54%,COUNTY
05/30/2021,Oswego,3,7578,285,272792,1.05%,COUNTY
05/30/2021,Otsego,2,3447,125,167823,1.60%,COUNTY
05/30/2021,Putnam,1,10575,297,230955,0.34%,COUNTY
05/30/2021,Queens,70,271317,11629,6166491,0.60%,COUNTY
05/30/2021,Rensselaer,1,11189,214,467330,0.47%,COUNTY
05/30/2021,Richmond,13,74195,2094,1628785,0.62%,COUNTY
05/30/2021,Rockland,5,46849,1336,840131,0.37%,COUNTY
05/30/2021,STATEWIDE,494,2085190,71242,55927263,0.72%,STATEWIDE
05/30/2021,Saratoga,7,15302,504,498272,1.39%,COUNTY
05/30/2021,Schenectady,2,13154,301,413586,0.66%,COUNTY
05/30/2021,Schoharie,1,1689,46,60389,2.17%,COUNTY
05/30/2021,Schuyler,3,1056,22,43708,13.64%,COUNTY
05/30/2021,Seneca,0,2002,97,66235,0.00%,COUNTY
05/30/2021,Southern Tier,29,48171,3926,3812885,1.63%,REGION
05/30/2021,St. Lawrence,2,6611,139,329193,1.44%,COUNTY
05/30/2021,Steuben,5,6906,279,217578,1.79%,COUNTY
05/30/2021,Suffolk,19,200520,6019,4147096,0.32%,COUNTY
05/30/2021,Sullivan,1,6637,272,132823,0.37%,COUNTY
05/30/2021,Tioga,1,3794,90,110337,1.11%,COUNTY
05/30/2021,Tompkins,4,4322,2671,2373825,0.76%,COUNTY
05/30/2021,Ulster,5,13872,493,432492,1.01%,COUNTY
05/30/2021,Warren,3,3638,141,145949,2.13%,COUNTY
05/30/2021,Washington,0,3136,100,129276,0.00%,COUNTY
05/30/2021,Wayne,2,5745,259,186942,0.77%,COUNTY
05/30/2021,Westchester,18,129387,3154,2890600,0.57%,COUNTY
05/30/2021,Western New York,24,127410,2501,3371414,0.96%,REGION
05/30/2021,Wyoming,0,3574,42,82688,0.00%,COUNTY
05/30/2021,Yates,0,1177,120,45719,0.00%,COUNTY
05/29/2021,Albany,7,24628,1119,718557,0.63%,COUNTY
05/29/2021,Allegany,0,3529,216,157812,0.00%,COUNTY
05/29/2021,Bronx,58,175880,10435,3708336,0.56%,COUNTY
05/29/2021,Broome,6,18548,1167,612970,0.51%,COUNTY
05/29/2021,Capital Region,31,78475,4717,2598291,0.66%,REGION
05/29/2021,Cattaraugus,8,5702,400,158329,2.00%,COUNTY
05/29/2021,Cayuga,4,6311,334,194768,1.20%,COUNTY
05/29/2021,Central New York,65,60998,3880,2393437,1.69%,REGION
05/29/2021,Chautauqua,7,8917,809,307511,0.87%,COUNTY
05/29/2021,Chemung,10,7707,491,233146,2.04%,COUNTY
05/29/2021,Chenango,2,3468,293,117779,0.68%,COUNTY
05/29/2021,Clinton,0,4827,374,206899,0.00%,COUNTY
05/29/2021,Columbia,0,4044,354,137265,0.00%,COUNTY
05/29/2021,Cortland,5,3880,348,175478,1.44%,COUNTY
05/29/2021,Delaware,2,2354,242,102678,0.83%,COUNTY
05/29/2021,Dutchess,5,29385,1455,755798,0.37%,COUNTY
05/29/2021,Erie,51,89270,4680,2276768,1.09%,COUNTY
05/29/2021,Essex,0,1589,74,76979,0.00%,COUNTY
05/29/2021,Finger Lakes,95,101289,5779,3007940,1.64%,REGION
05/29/2021,Franklin,4,2546,337,92627,1.19%,COUNTY
05/29/2021,Fulton,2,4397,313,109724,0.64%,COUNTY
05/29/2021,Genesee,3,5421,339,142953,0.88%,COUNTY
05/29/2021,Greene,2,3397,120,89316,1.67%,COUNTY
05/29/2021,Hamilton,0,313,13,9768,0.00%,COUNTY
05/29/2021,Herkimer,2,5164,528,161133,0.38%,COUNTY
05/29/2021,Jefferson,5,6073,293,170791,1.71%,COUNTY
05/29/2021,Kings,82,274744,18026,6892108,0.45%,COUNTY
05/29/2021,Lewis,0,2783,104,51584,0.00%,COUNTY
05/29/2021,Livingston,3,4496,208,165296,1.44%,COUNTY
05/29/2021,Long Island,132,383670,14986,8180931,0.88%,REGION
05/29/2021,Madison,2,4541,201,201481,1.00%,COUNTY
05/29/2021,Mid-Hudson,60,284820,11453,6077508,0.53%,REGION
05/29/2021,Mohawk Valley,22,41413,3052,1429408,0.72%,REGION
05/29/2021,Monroe,76,68386,3572,1995369,2.13%,COUNTY
05/29/2021,Montgomery,1,4248,428,110798,0.23%,COUNTY
05/29/2021,Nassau,24,183169,7184,4039854,0.33%,COUNTY
05/29/2021,New York,34,137710,12986,5670935,0.26%,COUNTY
05/29/2021,New York City,257,933763,62823,24052932,0.41%,REGION
05/29/2021,Niagara,12,19968,1363,468493,0.88%,COUNTY
05/29/2021,North Country,9,24740,1752,937702,0.51%,REGION
05/29/2021,Oneida,12,22471,1243,819712,0.97%,COUNTY
05/29/2021,Onondaga,48,38691,2546,1549203,1.92%,COUNTY
05/29/2021,Ontario,4,7381,596,245994,0.67%,COUNTY
05/29/2021,Orange,13,48145,1702,800261,0.76%,COUNTY
05/29/2021,Orleans,0,3109,126,77262,0.00%,COUNTY
05/29/2021,Oswego,6,7575,451,272507,1.33%,COUNTY
05/29/2021,Otsego,4,3445,480,167698,0.83%,COUNTY
05/29/2021,Putnam,1,10574,387,230658,0.26%,COUNTY
05/29/2021,Queens,62,271247,17158,6154862,0.36%,COUNTY
05/29/2021,Rensselaer,2,11188,816,467116,0.25%,COUNTY
05/29/2021,Richmond,21,74182,4218,1626691,0.50%,COUNTY
05/29/2021,Rockland,9,46844,1107,838795,0.81%,COUNTY
05/29/2021,STATEWIDE,785,2084696,122737,55856021,0.65%,STATEWIDE
05/29/2021,Saratoga,4,15295,863,497768,0.46%,COUNTY
05/29/2021,Schenectady,9,13152,735,413285,1.22%,COUNTY
05/29/2021,Schoharie,1,1688,60,60343,1.67%,COUNTY
05/29/2021,Schuyler,0,1053,68,43686,0.00%,COUNTY
