DATE,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSP,TOTAL_HOSP,TOTAL_DEATHS_BY_DOD,NEW_DEATHS_BY_DOD
02-04-21,734642,2897,621925,2081,112717,816,716450,5684530,6400980,32436,169,10194,-546,19348,3274,705100,69,18999,10790,49
02-03-21,731745,3350,619844,2253,111901,1097,714097,5654447,6368544,27514,133,10025,30,19894,3187,701826,87,18930,10741,40
02-02-21,728395,1315,617591,837,110804,478,711528,5629502,6341030,6561,147,9892,-2879,19864,4047,698639,25,18843,10701,43
02-01-21,727080,1692,616754,1052,110326,640,710623,5623846,6334469,8144,103,9745,-1896,22743,3485,694592,51,18818,10658,51
01-31-21,725388,2176,615702,1382,109686,794,709473,5616852,6326325,17538,76,9642,-3,24639,2103,691107,48,18767,10607,48
01-30-21,723212,3524,614320,2946,108892,578,707745,5601042,6308787,38106,113,9566,806,24642,2605,689004,50,18719,10559,50
01-29-21,719688,1765,611374,1239,108314,526,704218,5566463,6270681,13889,44,9453,-1902,23836,3623,686399,36,18669,10509,55
01-28-21,717923,3963,610135,2019,107788,1944,702721,5554071,6256792,20461,101,9409,-357,25738,4219,682776,82,18633,10454,70
01-27-21,713960,2728,608116,2066,105844,662,700454,5535877,6236331,20353,154,9308,-1244,26095,3818,678557,59,18551,10384,62
01-26-21,711232,3140,606050,2322,105182,818,698166,5517812,6215978,22539,192,9154,-1937,27339,4885,674739,72,18492,10322,82
01-25-21,708092,1822,603728,1221,104364,601,695575,5497864,6193439,11639,111,8962,-3535,29276,5246,669854,52,18420,10240,76
01-24-21,706270,1599,602507,1308,103763,291,694199,5487601,6181800,13244,40,8851,-1658,32811,3217,664608,40,18368,10164,82
01-23-21,704671,4487,601199,3169,103472,1318,692677,5475879,6168556,38166,42,8811,1098,34469,3347,661391,88,18328,10082,73
01-22-21,700184,2634,598030,1965,102154,669,688629,5441761,6130390,21622,93,8769,-2527,33371,5068,658044,52,18240,10009,74
01-21-21,697550,4710,596065,3506,101485,1204,686349,5422419,6108768,31109,128,8676,-1949,35898,6531,652976,82,18188,9935,107
01-20-21,692840,3112,592559,2095,100281,1017,682403,5395256,6077659,19974,86,8548,-2778,37847,5804,646445,57,18106,9828,86
01-19-21,689728,4774,590464,2772,99264,2002,679957,5377728,6057685,22858,40,8462,-3158,40625,7892,640641,111,18049,9742,99
01-18-21,684954,1616,587692,1067,97262,549,676633,5358194,6034827,7862,39,8422,-7213,43783,8790,632749,41,17938,9643,80
01-17-21,683338,2569,586625,1875,96713,694,675543,5351422,6026965,15254,36,8383,-1882,50996,4415,623959,52,17897,9563,90
01-16-21,680769,6930,584750,5343,96019,1587,673477,5338234,6011711,46112,44,8347,1317,52878,5569,619544,122,17845,9473,89
01-15-21,673839,2759,579407,1813,94432,946,666964,5298635,5965599,14578,79,8303,-665,51561,3345,613975,57,17723,9384,90
01-14-21,671080,6158,577594,4798,93486,1360,664988,5286033,5951021,37427,84,8224,-276,52226,6350,610630,98,17666,9294,106
01-13-21,664922,4120,572796,2877,92126,1243,659432,5254162,5913594,20736,137,8140,-4019,52502,8002,604280,65,17568,9188,77
01-12-21,660802,4747,569919,3007,90883,1740,656425,5236433,5892858,20602,146,8003,-5993,56521,10594,596278,75,17503,9111,98
01-11-21,656055,3787,566912,2679,89143,1108,653174,5219082,5872256,14869,80,7857,-6330,62514,10037,585684,77,17428,9013,102
01-10-21,652268,5381,564233,3697,88035,1684,650243,5207144,5857387,29948,81,7777,1035,68844,4265,575647,84,17351,8911,107
01-09-21,646887,7220,560536,5751,86351,1469,645628,5181811,5827439,39409,86,7696,2006,67809,5128,571382,88,17267,8804,89
01-08-21,639667,6049,554785,4572,84882,1477,638924,5149106,5788030,33868,126,7610,4237,65803,1686,566254,96,17179,8715,118
01-07-21,633618,7341,550213,6301,83405,1040,632953,5121209,5754162,33688,111,7484,3156,61566,4074,564568,98,17083,8597,91
01-06-21,626277,7361,543912,5161,82365,2200,626587,5093887,5720474,28870,114,7373,442,58410,6805,560494,129,16985,8506,115
01-05-21,618916,8405,538751,5139,80165,3266,621061,5070543,5691604,25823,99,7259,-776,57968,9082,553689,129,16856,8391,115
01-04-21,610511,4048,533612,3000,76899,1048,615740,5050041,5665781,10891,143,7160,-4624,58744,8529,544607,67,16727,8276,107
01-03-21,606463,3513,530612,2374,75851,1139,612767,5042123,5654890,12404,55,7017,-260,63368,3718,536078,56,16660,8169,103
01-02-21,602950,7196,528238,5730,74712,1466,610325,5032161,5642486,30035,15,6962,3107,63628,4074,532360,98,16604,8066,86
01-01-21,595754,6675,522508,5223,73246,1452,603764,5008687,5612451,28067,48,6947,-403,60521,7030,528286,76,16506,7980,98
12-31-20,589079,9173,517285,7235,71794,1938,598158,4986226,5584384,35512,97,6899,1925,60924,7151,521256,74,16430,7882,99
12-30-20,579906,6697,510050,4529,69856,2168,590074,4958798,5548872,22248,100,6802,-716,58999,7313,514105,81,16356,7783,99
12-29-20,573209,8076,505521,4950,67688,3126,585133,4941491,5526624,23332,122,6702,60,59715,7894,506792,115,16275,7684,98
12-28-20,565133,3545,500571,2630,64562,915,579813,4923479,5503292,10180,76,6580,-6591,59655,10060,498898,78,16160,7586,89
12-27-20,561588,3373,497941,2291,63647,1082,576964,4916148,5493112,13185,69,6504,-449,66246,3753,488838,75,16082,7497,87
12-26-20,558215,4886,495650,3546,62565,1340,574188,4905739,5479927,21742,7,6435,847,66695,4032,485085,86,16007,7410,92
12-25-20,553329,6624,492104,5435,61225,1189,570308,4887877,5458185,33411,5,6428,-565,65848,7184,481053,54,15921,7318,80
12-24-20,546705,6644,486669,5028,60036,1616,564279,4860495,5424774,32446,51,6423,-526,66413,7119,473869,46,15867,7238,106
12-23-20,540061,6093,481641,3968,58420,2125,558554,4833774,5392328,26392,111,6372,-1338,66939,7320,466750,84,15821,7132,97
12-22-20,533968,6907,477673,4711,56295,2196,553980,4811956,5365936,29083,133,6261,-818,68277,7592,459430,125,15737,7035,109
12-21-20,527061,5821,472962,4377,54099,1444,548703,4788150,5336853,26612,65,6128,-3933,69095,9689,451838,83,15612,6926,104
12-20-20,521240,9996,468585,8343,52655,1653,543814,4766427,5310241,61065,54,6063,6422,73028,3520,442149,107,15529,6822,101
12-19-20,511244,7077,460242,6034,51002,1043,534248,4714928,5249176,41319,57,6009,3188,66606,3832,438629,70,15422,6721,93
12-18-20,504167,8267,454208,6980,49959,1287,526846,4681011,5207857,40587,115,5952,1854,63418,6298,434797,93,15352,6628,96
12-17-20,495900,10160,447228,8064,48672,2096,519404,4647866,5167270,44537,177,5837,3125,61564,6858,428499,115,15259,6532,92
12-16-20,485740,9312,439164,6474,46576,2838,510740,4611993,5122733,35795,53,5660,2238,58439,7021,421641,145,15144,6440,85
12-15-20,476428,11811,432690,10303,43738,1508,503629,4583309,5086938,65205,74,5607,4563,56201,7174,414620,158,14999,6355,66
12-14-20,464617,7922,422387,6854,42230,1068,491929,4529804,5021733,42298,79,5533,-2588,51638,10431,407446,111,14841,6289,76
12-13-20,456695,11228,415533,9847,41162,1381,484160,4495275,4979435,68968,62,5454,7748,54226,3418,397015,123,14730,6213,85
12-12-20,445467,8971,405686,7335,39781,1636,473088,4437379,4910467,47608,73,5392,5070,46478,3828,393597,136,14607,6128,80
12-11-20,436496,6054,398351,5121,38145,933,464793,4398066,4862859,32154,87,5319,1716,41408,4251,389769,115,14471,6048,68
12-10-20,430442,8933,393230,7806,37212,1127,459180,4371525,4830705,52298,69,5232,7600,39692,1264,385518,122,14356,5980,75
12-09-20,421509,5822,385424,5136,36085,686,450382,4328025,4778407,27602,62,5163,155,32092,5605,384254,100,14234,5905,62
12-08-20,415687,8104,380288,7025,35399,1079,444749,4306056,4750805,45057,100,5101,2333,31937,5671,378649,106,14134,5843,79
12-07-20,407583,7161,373263,6155,34320,1006,437039,4268709,4705748,35774,66,5001,-728,29604,7823,372978,87,14028,5764,72
12-06-20,400422,4061,367108,3420,33314,641,430366,4239608,4669974,19691,38,4935,1162,30332,2861,365155,46,13941,5692,86
12-05-20,396361,3072,363688,2522,32673,550,426622,4223661,4650283,15627,29,4897,10,29170,3033,362294,51,13895,5606,78
12-04-20,393289,5392,361166,4315,32123,1077,423942,4210714,4634656,26998,95,4868,-325,29160,5622,359261,94,13844,5528,83
12-03-20,387897,4820,356851,4009,31046,811,419093,4188565,4607658,25636,93,4773,582,29485,4145,353639,81,13750,5445,72
12-02-20,383077,2515,352842,2121,30235,394,414618,4167404,4582022,11854,50,4680,-2562,28903,5027,349494,61,13669,5373,67
12-01-20,380562,6702,350721,5705,29841,997,412461,4157707,4570168,36176,36,4630,1054,31465,5612,344467,110,13608,5306,68
11-30-20,373860,6008,345016,5433,28844,575,406316,4127676,4533992,40749,48,4594,-1177,30411,7137,338855,89,13498,5238,80
11-29-20,367852,5542,339583,5112,28269,430,400326,4092917,4493243,37935,13,4546,2513,31588,3016,331718,72,13409,5158,58
11-28-20,362310,4730,334471,4102,27839,628,394603,4060705,4455308,31923,15,4533,1638,29075,3077,328702,75,13337,5100,62
11-27-20,357580,5437,330369,4846,27211,591,390018,4033367,4423385,32639,7,4518,420,27437,5010,325625,81,13262,5038,80
11-26-20,352143,5298,325523,4936,26620,362,384462,4006284,4390746,52389,53,4511,-441,27017,5686,320615,60,13181,4958,47
11-25-20,346845,2183,320587,1582,26258,601,378576,3959781,4338357,12062,92,4458,-2388,27458,4479,314929,91,13121,4911,64
11-24-20,344662,2056,319005,1520,25657,536,377129,3949166,4326295,10735,73,4366,-3447,29846,5430,310450,91,13030,4847,66
11-23-20,342606,2213,317485,1852,25121,361,375622,3939938,4315560,11116,35,4293,-4683,33293,6861,305020,70,12939,4781,69
11-22-20,340393,5566,315633,5063,24760,503,373752,3930692,4304444,43861,55,4258,2912,37976,2599,298159,111,12869,4712,59
11-21-20,334827,3420,310570,2903,24257,517,368054,3892529,4260583,25933,9,4203,793,35064,2618,295560,81,12758,4653,74
11-20-20,331407,4050,307667,3535,23740,515,364892,3869758,4234650,24343,74,4194,-40,34271,4016,292942,66,12677,4579,67
11-19-20,327357,2999,304132,2283,23225,716,361058,3849249,4210307,16862,80,4120,-1362,34311,4281,288926,81,12611,4512,57
11-18-20,324358,4039,301849,3053,22509,986,358625,3834820,4193445,24017,53,4040,-99,35673,4085,284645,96,12530,4455,43
11-17-20,320319,3507,298796,3184,21523,323,355172,3814256,4169428,21238,72,3987,-127,35772,3562,280560,66,12434,4412,68
11-16-20,316812,4656,295612,4245,21200,411,351613,3796577,4148190,35161,30,3915,-75,35899,4701,276998,78,12368,4344,51
11-15-20,312156,6473,291367,5859,20789,614,346957,3766072,4113029,55522,16,3885,4526,35974,1931,272297,111,12290,4293,48
11-14-20,305683,4900,285508,4463,20175,437,340340,3717167,4057507,38283,25,3869,3071,31448,1804,270366,85,12179,4245,60
11-13-20,300783,4375,281045,3755,19738,620,335314,3683910,4019224,27169,64,3844,1537,28377,2774,268562,70,12094,4185,43
11-12-20,296408,3147,277290,2576,19118,571,331311,3660744,3992055,19295,27,3780,409,26840,2711,265788,55,12024,4142,36
11-11-20,293261,3928,274714,3304,18547,624,328568,3644192,3972760,28174,89,3753,990,26431,2849,263077,72,11969,4106,50
11-10-20,289333,3033,271410,2493,17923,540,324731,3619855,3944586,25723,62,3664,93,25441,2878,260228,83,11897,4056,50
11-09-20,286300,2384,268917,2053,17383,331,321965,3596898,3918863,19715,15,3602,-884,25348,3253,257350,43,11814,4006,42
11-08-20,283916,5408,266864,4866,17052,542,319663,3579485,3899148,55005,5,3587,3587,26232,1816,254097,89,11771,3964,40
11-07-20,278508,4188,261998,3856,16510,332,314126,3530017,3844143,43215,49,3582,2265,22645,1874,252281,87,11682,3924,33
11-06-20,274320,3602,258142,3027,16178,575,309614,3491314,3800928,28583,32,3533,953,20380,2617,250407,62,11595,3891,47
11-05-20,270718,1405,255115,1110,15603,295,306244,3466101,3772345,10920,31,3501,-1315,19427,2689,247790,52,11533,3844,40
11-04-20,269313,2648,254005,2347,15308,301,305027,3456398,3761425,23444,24,3470,-168,20742,2792,245101,68,11481,3804,50
11-03-20,266665,3018,251658,2714,15007,304,302416,3435565,3737981,24951,75,3446,234,20910,2709,242309,54,11413,3754,45
11-02-20,263647,1903,248944,1779,14703,124,299359,3413671,3713030,16690,26,3371,-1340,20676,3217,239600,64,11359,3709,38
11-01-20,261744,2483,247165,2118,14579,365,297407,3398933,3696340,34031,0,3345,776,22016,1707,236383,64,11295,3671,32
10-31-20,259261,149,245047,137,14214,12,294910,3367399,3662309,807,12,3345,-1542,21240,1679,234676,2,11231,3639,29
10-30-20,259112,2405,244910,2186,14202,219,294771,3366731,3661502,22323,78,3333,90,22782,2237,232997,62,11229,3610,40
10-29-20,256707,2374,242724,2040,13983,334,292437,3346742,3639179,25464,22,3255,29,22692,2323,230760,66,11167,3570,38
10-28-20,254333,2678,240684,2391,13649,287,290141,3323574,3613715,23108,34,3233,138,22663,2506,228437,67,11101,3532,38
10-27-20,251655,2446,238293,2039,13362,407,287507,3303100,3590607,22840,44,3199,-15,22525,2417,225931,101,11034,3494,46
10-26-20,249209,1507,236254,1319,12955,188,285217,3282550,3567767,11258,32,3155,-1380,22540,2855,223514,45,10933,3448,31
10-25-20,247702,3084,234935,2896,12767,188,283769,3272740,3556509,35747,31,3123,1585,23920,1468,220659,82,10888,3417,42
