district_id,region_id,school_id,can_submit_covid_data,student_cases,staff_cases,student_cases_prev_week,staff_cases_prev_week,student_cases_inferred,staff_cases_inferred,student_cases_prev_week_inferred,staff_cases_prev_week_inferred,date_stamp,op_model_id,op_has_restrictions,op_restrictions,op_restrictions_end_date,op_last_update,date_cases_updated
TN-00110,3,TN-00110-0018,1,0,0,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 15:09:57,2020-09-28 15:09:57
TN-00110,3,TN-00110-0019,1,<5,0,,,5,0,0,0,2020-10-01 00:00:00,2,0,,,2020-09-28 15:08:48,2020-09-28 15:08:48
TN-00110,3,TN-00110-0020,1,0,0,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 15:10:14,2020-09-28 15:10:14
TN-00110,3,TN-00110-0025,1,0,0,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 15:10:29,2020-09-28 15:10:29
TN-00110,3,TN-00110-0030,1,0,0,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 15:10:43,2020-09-28 15:10:44
TN-00110,3,TN-00110-0032,1,0,0,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 15:11:16,2020-09-28 15:11:16
TN-00110,3,TN-00110-0033,1,<5,<5,,,5,5,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 15:08:27,2020-09-28 15:08:27
TN-00110,3,TN-00110-0035,1,0,0,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 15:11:30,2020-09-28 15:11:30
TN-00110,3,TN-00110-0040,0,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-08-13 00:00:00,
TN-00120,9,TN-00120-0005,1,0,0,0,0,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 17:49:07,2020-09-28 17:49:07
TN-00120,9,TN-00120-0008,1,<5,0,0,0,5,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 17:48:33,2020-09-28 17:48:33
TN-00120,9,TN-00120-0010,1,0,0,0,0,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 17:48:49,2020-09-28 17:48:49
TN-00120,9,TN-00120-0015,1,<5,0,0,0,5,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 17:49:30,2020-09-28 17:49:30
TN-00120,9,TN-00120-0025,1,<5,<5,0,0,5,5,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 17:49:45,2020-09-28 17:49:45
TN-00120,9,TN-00120-0030,1,0,0,0,0,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 17:49:58,2020-09-28 17:49:58
TN-00130,5,TN-00130-0005,1,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-08-21 00:00:00,
TN-00130,5,TN-00130-0010,1,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-08-21 00:00:00,
