pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,percentrecover,ratetested,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numteststoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7,raterecovered
61,Northwest Territories,Territoires du Nord-Ouest,07-02-2021,0,32,0,0,32,,12416,31,96.88,,274927,0,0.00,70.86,0.00,0,0.00,,49,0,3.13,1,2.21,1,2.21,0,0.00,1,2.21,0,0.00,0,0.32,0,0.00,0.00
62,Nunavut,Nunavut,07-02-2021,1,299,0,1,299,,7883,284,94.98,,200315,0,0.00,759.79,2.54,0,0.33,,42,1,4.68,14,35.58,19,48.28,0,0.00,5,12.71,0,0.00,1,1.82,0,0.00,2.54
99,Repatriated travellers,Voyageurs rapatriés,07-02-2021,,13,0,0,13,,76,13,100.00,,,0,0.00,,,0,0.00,,0,0,0.00,0,,0,,0,,0,,0,,0,,0,,
1,Canada,Canada,07-02-2021,,805153,0,20767,805153,,22318959,738766,91.75,,587260,3668,0.46,2118.53,54.64,65,2.58,,122198,4122,5.67,45620,120.04,56772,149.38,1673,4.40,25300,66.57,735,1.93,3614,9.51,105,0.28,10.85
59,British Columbia,Colombie-Britannique,08-02-2021,1,70952,0,1259,70952,,1772800,65605,92.46,,344386,343,0.49,1378.32,24.46,13,1.77,,7910,3038,5.76,4088,79.41,6124,118.97,105,2.04,3015,58.57,49,0.95,431,8.37,7,0.14,59.02
48,Alberta,Alberta,08-02-2021,1,127036,0,1710,127036,,3235388,119130,93.78,,731678,269,0.21,2872.90,38.67,1,1.35,,8244,314,4.88,6196,140.12,5501,124.40,136,3.08,2473,55.93,61,1.38,353,7.99,9,0.20,7.10
47,Saskatchewan,Saskatchewan,08-02-2021,1,25574,0,341,25574,,525664,23029,90.05,,445976,171,0.67,2169.71,28.93,2,1.33,,2357,328,8.62,2204,186.99,3158,267.93,87,7.38,1563,132.61,35,2.97,223,18.94,5,0.42,27.83
46,Manitoba,Manitoba,08-02-2021,1,30289,0,850,30289,,495894,27817,91.84,,359535,52,0.17,2196.03,61.63,4,2.81,,1427,1682,5.36,1622,117.60,1479,107.23,46,3.34,638,46.26,18,1.31,91,6.61,3,0.19,121.95
35,Ontario,Ontario,08-02-2021,1,279472,0,6538,279472,,9879568,258603,92.53,,670528,1265,0.45,1896.78,44.37,33,2.34,,51658,1700,5.13,14331,97.26,22512,152.79,692,4.70,9292,63.06,314,2.13,1327,9.01,45,0.30,11.54
24,Quebec,Québec,08-02-2021,1,270911,0,10046,270911,,5732625,249361,92.05,,668561,853,0.32,3159.47,117.16,15,3.71,,24649,1249,4.25,11504,134.16,16075,187.47,525,6.12,7438,86.74,220,2.57,1063,12.39,31,0.37,14.57
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,08-02-2021,1,427,0,4,427,,145491,393,92.04,,278663,11,2.64,81.78,0.77,0,0.94,,685,0,7.03,30,5.75,29,5.55,0,0.00,19,3.64,0,0.00,3,0.52,0,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,08-02-2021,1,1346,0,20,1346,,215275,1143,84.92,,275472,2,0.15,172.24,2.56,0,1.49,,983,23,13.60,183,23.42,195,24.95,6,0.77,82,10.49,2,0.26,12,1.50,0,0.04,2.94
12,Nova Scotia,Nouvelle-Écosse,08-02-2021,1,1586,0,65,1586,,293159,1513,95.40,,299340,1,0.06,161.94,6.64,0,4.10,,876,1,0.50,8,0.82,15,1.53,0,0.00,5,0.51,0,0.00,1,0.07,0,0.00,0.10
11,Prince Edward Island,Île-du-Prince-Édouard,08-02-2021,0,113,0,0,113,,94275,110,97.35,,590603,0,0.00,70.79,0.00,0,0.00,,458,0,2.65,3,1.88,3,1.88,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
60,Yukon,Yukon,08-02-2021,1,70,0,1,70,,7718,69,98.57,,183535,0,0.00,166.46,2.38,0,1.43,,26,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,08-02-2021,0,32,0,0,32,,12442,31,96.88,,275503,0,0.00,70.86,0.00,0,0.00,,26,0,3.13,1,2.21,1,2.21,0,0.00,1,2.21,0,0.00,0,0.32,0,0.00,0.00
62,Nunavut,Nunavut,08-02-2021,1,299,0,1,299,,7888,293,97.99,,200442,0,0.00,759.79,2.54,0,0.33,,5,9,1.67,5,12.71,17,43.20,0,0.00,5,12.71,0,0.00,1,1.82,0,0.00,22.87
99,Repatriated travellers,Voyageurs rapatriés,08-02-2021,,13,0,0,13,,76,13,100.00,,,0,0.00,,,0,0.00,,0,0,0.00,0,,0,,0,,0,,0,,0,,0,,
1,Canada,Canada,08-02-2021,,808120,0,20835,808120,,22418263,747110,92.45,,589873,2967,0.37,2126.34,54.82,68,2.58,,99304,8344,4.97,40175,105.71,55109,145.00,1597,4.20,24531,64.55,699,1.84,3504,9.22,100,0.26,21.95
59,British Columbia,Colombie-Britannique,09-02-2021,1,71387,0,1263,71387,,1778352,65618,91.92,,345465,435,0.61,1386.77,24.54,4,1.77,,5552,13,6.31,4506,87.53,6153,119.53,95,1.85,3021,58.69,45,0.87,432,8.38,6,0.12,0.25
48,Alberta,Alberta,09-02-2021,1,127231,0,1722,127231,,3241572,119678,94.06,,733076,195,0.15,2877.31,38.94,12,1.35,,6184,548,4.58,5831,131.87,5330,120.54,135,3.05,2400,54.28,62,1.40,343,7.75,9,0.20,12.39
47,Saskatchewan,Saskatchewan,09-02-2021,1,25654,0,346,25654,,528001,23282,90.75,,447959,80,0.31,2176.50,29.35,5,1.35,,2337,253,7.90,2026,171.89,3008,255.20,78,6.62,1418,120.30,32,2.71,203,17.19,5,0.39,21.46
46,Manitoba,Manitoba,09-02-2021,1,30360,0,853,30360,,497301,27910,91.93,,360556,71,0.23,2201.18,61.84,3,2.81,,1407,93,5.26,1597,115.79,1458,105.71,44,3.19,627,45.46,21,1.52,90,6.49,3,0.22,6.74
35,Ontario,Ontario,09-02-2021,1,280494,0,6555,280494,,9907871,259991,92.69,,672449,1022,0.37,1903.72,44.49,17,2.34,,28303,1388,4.97,13948,94.67,21794,147.92,646,4.38,9569,64.94,317,2.15,1367,9.28,45,0.31,9.42
24,Quebec,Québec,09-02-2021,1,271737,0,10078,271737,,5751679,250652,92.24,,670783,826,0.30,3169.10,117.53,32,3.71,,19054,1291,4.05,11007,128.37,15735,183.51,501,5.84,7211,84.10,216,2.52,1030,12.01,31,0.36,15.06
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,09-02-2021,1,457,0,4,457,,146816,393,86.00,,281201,30,7.03,87.53,0.77,0,0.88,,1325,0,13.13,60,11.49,59,11.30,0,0.00,49,9.39,0,0.00,7,1.34,0,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,09-02-2021,1,1361,0,21,1361,,216232,1156,84.94,,276697,15,1.11,174.16,2.69,1,1.54,,957,13,13.52,184,23.55,200,25.59,7,0.90,73,9.34,3,0.38,10,1.33,0,0.05,1.66
12,Nova Scotia,Nouvelle-Écosse,09-02-2021,1,1587,0,65,1587,,294112,1513,95.34,,300313,1,0.06,162.05,6.64,0,4.10,,953,0,0.57,9,0.92,15,1.53,0,0.00,5,0.51,0,0.00,1,0.07,0,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,09-02-2021,1,114,0,0,114,,94492,110,96.49,,591962,1,0.88,71.42,0.00,0,0.00,,217,0,3.51,4,2.51,4,2.51,0,0.00,1,0.63,0,0.00,0,0.09,0,0.00,0.00
60,Yukon,Yukon,09-02-2021,1,70,0,1,70,,7741,69,98.57,,184082,0,0.00,166.46,2.38,0,1.43,,23,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,09-02-2021,1,33,0,0,33,,12471,31,93.94,,276145,1,3.13,73.07,0.00,0,0.00,,29,0,6.06,2,4.43,2,4.43,0,0.00,1,2.21,0,0.00,0,0.32,0,0.00,0.00
62,Nunavut,Nunavut,09-02-2021,1,299,0,1,299,,7895,293,97.99,,200620,0,0.00,759.79,2.54,0,0.33,,7,0,1.67,5,12.71,17,43.20,0,0.00,5,12.71,0,0.00,1,1.82,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,09-02-2021,,13,0,0,13,,76,13,100.00,,,0,0.00,,,0,0.00,,0,0,0.00,0,,0,,0,,0,,0,,0,,0,,
1,Canada,Canada,09-02-2021,,810797,0,20909,810797,,22484611,750709,92.59,,591619,2677,0.33,2133.38,55.02,74,2.58,,66348,3599,4.83,39179,103.09,53775,141.49,1506,3.96,24380,64.15,696,1.83,3483,9.16,99,0.26,9.47
59,British Columbia,Colombie-Britannique,10-02-2021,1,71856,0,1269,71856,,1783339,66167,92.08,,346433,469,0.66,1395.88,24.65,6,1.77,,4987,549,6.15,4420,85.86,6137,119.22,97,1.88,3076,59.75,35,0.68,439,8.54,5,0.10,10.66
48,Alberta,Alberta,10-02-2021,1,127570,0,1728,127570,,3248575,120136,94.17,,734660,339,0.27,2884.97,39.08,6,1.35,,7003,458,4.47,5706,129.04,5210,117.82,129,2.92,2480,56.08,57,1.29,354,8.01,8,0.18,10.36
47,Saskatchewan,Saskatchewan,10-02-2021,1,25843,0,348,25843,,529911,23527,91.04,,449580,189,0.74,2192.54,29.52,2,1.35,,1910,245,7.62,1968,166.97,3049,258.68,74,6.28,1413,119.88,26,2.21,202,17.13,4,0.32,20.79
46,Manitoba,Manitoba,10-02-2021,1,30417,0,859,30417,,498646,27985,92.00,,361531,57,0.19,2205.31,62.28,6,2.82,,1345,75,5.17,1573,114.05,1421,103.03,46,3.34,559,40.53,24,1.74,80,5.79,3,0.25,5.44
35,Ontario,Ontario,10-02-2021,1,281566,0,6596,281566,,9938669,261700,92.94,,674539,1072,0.38,1910.99,44.77,41,2.34,,30798,1709,4.71,13270,90.06,21196,143.86,638,4.33,9469,64.27,291,1.98,1353,9.18,42,0.28,11.60
24,Quebec,Québec,10-02-2021,1,272726,0,10112,272726,,5773524,251620,92.26,,673331,989,0.36,3180.64,117.93,34,3.71,,21845,968,4.03,10994,128.22,15396,179.55,482,5.62,7147,83.35,213,2.48,1021,11.91,30,0.35,11.29
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10-02-2021,1,510,0,4,510,,147744,393,77.06,,282979,53,11.60,97.68,0.77,0,0.78,,928,0,22.16,113,21.64,110,21.07,0,0.00,100,19.15,0,0.00,14,2.74,0,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,10-02-2021,1,1375,0,21,1375,,217990,1178,85.67,,278947,14,1.03,175.95,2.69,0,1.53,,1758,22,12.80,176,22.52,200,25.59,5,0.64,73,9.34,3,0.38,10,1.33,0,0.05,2.82
12,Nova Scotia,Nouvelle-Écosse,10-02-2021,1,1588,0,65,1588,,295853,1514,95.34,,302091,1,0.06,162.15,6.64,0,4.09,,1741,1,0.57,9,0.92,12,1.23,0,0.00,5,0.51,0,0.00,1,0.07,0,0.00,0.10
11,Prince Edward Island,Île-du-Prince-Édouard,10-02-2021,0,114,0,0,114,,94546,110,96.49,,592301,0,0.00,71.42,0.00,0,0.00,,54,0,3.51,4,2.51,4,2.51,0,0.00,1,0.63,0,0.00,0,0.09,0,0.00,0.00
60,Yukon,Yukon,10-02-2021,0,70,0,1,70,,7766,69,98.57,,184676,0,0.00,166.46,2.38,0,1.43,,25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,10-02-2021,1,34,0,0,34,,12541,31,91.18,,277695,1,3.03,75.29,0.00,0,0.00,,70,0,8.82,3,6.64,3,6.64,0,0.00,2,4.43,0,0.00,0,0.63,0,0.00,0.00
62,Nunavut,Nunavut,10-02-2021,1,300,0,1,300,,7917,293,97.67,,201179,1,0.33,762.33,2.54,0,0.33,,22,0,2.00,6,15.25,18,45.74,0,0.00,6,15.25,0,0.00,1,2.18,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,10-02-2021,,13,0,0,13,,76,13,100.00,,,0,0.00,,,0,0.00,,0,0,0.00,0,,0,,0,,0,,0,,0,,0,,
1,Canada,Canada,10-02-2021,,813982,0,21004,813982,,22557097,754736,92.72,,593526,3185,0.39,2141.76,55.27,95,2.58,,72486,4027,4.70,38242,100.62,52756,138.81,1471,3.87,24331,64.02,649,1.71,3476,9.15,93,0.24,10.60
59,British Columbia,Colombie-Britannique,11-02-2021,1,72305,0,1278,72305,,1791389,66603,92.11,,347997,449,0.62,1404.60,24.83,9,1.77,,8050,436,6.12,4424,85.94,6040,117.33,94,1.83,3060,59.44,38,0.74,437,8.49,5,0.11,8.47
48,Alberta,Alberta,11-02-2021,1,127921,0,1744,127921,,3259448,120676,94.34,,737119,351,0.28,2892.91,39.44,16,1.36,,10873,540,4.30,5501,124.40,5100,115.34,138,3.12,2249,50.86,60,1.36,321,7.27,9,0.19,12.21
47,Saskatchewan,Saskatchewan,11-02-2021,1,25957,0,348,25957,,532264,23674,91.20,,451576,114,0.44,2202.21,29.52,0,1.34,,2353,147,7.45,1935,164.17,2919,247.65,63,5.34,1277,108.34,19,1.61,182,15.48,3,0.23,12.47
46,Manitoba,Manitoba,11-02-2021,1,30507,0,862,30507,,500288,28063,91.99,,362721,90,0.30,2211.83,62.50,3,2.83,,1642,78,5.19,1582,114.70,1379,99.98,41,2.97,539,39.08,25,1.81,77,5.58,4,0.26,5.66
35,Ontario,Ontario,11-02-2021,1,282511,0,6614,282511,,9991173,263044,93.11,,678103,945,0.34,1917.41,44.89,18,2.34,,52504,1344,4.55,12853,87.23,20048,136.07,600,4.07,8851,60.07,221,1.50,1264,8.58,32,0.21,9.12
24,Quebec,Québec,11-02-2021,1,273847,0,10149,273847,,5805244,252651,92.26,,677030,1121,0.41,3193.71,118.36,37,3.71,,31720,1031,4.03,11047,128.83,15149,176.67,482,5.62,7175,83.68,208,2.43,1025,11.95,30,0.35,12.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11-02-2021,1,610,0,4,610,,150561,393,64.43,,288374,100,19.61,116.84,0.77,0,0.66,,2817,0,34.92,213,40.80,206,39.46,0,0.00,199,38.12,0,0.00,28,5.45,0,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,11-02-2021,1,1377,0,22,1377,,220218,1193,86.64,,281798,2,0.15,176.21,2.82,1,1.60,,2228,15,11.76,162,20.73,175,22.39,6,0.77,59,7.55,4,0.51,8,1.08,1,0.07,1.92
12,Nova Scotia,Nouvelle-Écosse,11-02-2021,1,1590,0,65,1590,,297149,1514,95.22,,303414,2,0.13,162.35,6.64,0,4.09,,1296,0,0.69,11,1.12,14,1.43,0,0.00,6,0.61,0,0.00,1,0.09,0,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,11-02-2021,0,114,0,0,114,,94907,110,96.49,,594562,0,0.00,71.42,0.00,0,0.00,,361,0,3.51,4,2.51,3,1.88,0,0.00,1,0.63,0,0.00,0,0.09,0,0.00,0.00
60,Yukon,Yukon,11-02-2021,1,70,0,1,70,,7782,69,98.57,,185057,0,0.00,166.46,2.38,0,1.43,,16,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,11-02-2021,1,38,0,0,38,,12753,32,84.21,,282390,4,11.76,84.14,0.00,0,0.00,,212,1,15.79,6,13.29,7,15.50,0,0.00,6,13.29,0,0.00,1,1.90,0,0.00,2.21
62,Nunavut,Nunavut,11-02-2021,1,303,0,1,303,,7977,293,96.70,,202704,3,1.00,769.95,2.54,0,0.33,,60,0,2.97,9,22.87,20,50.82,0,0.00,7,17.79,0,0.00,1,2.54,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,11-02-2021,,13,0,0,13,,76,13,100.00,,,0,0.00,,,0,0.00,,0,0,0.00,0,,0,,0,,0,,0,,0,,0,,
1,Canada,Canada,11-02-2021,,817163,0,21088,817163,,22671229,758328,92.80,,596529,3181,0.39,2150.13,55.49,84,2.58,,114132,3592,4.62,37747,99.32,51060,134.35,1424,3.75,23429,61.65,575,1.51,3347,8.81,82,0.22,9.45
59,British Columbia,Colombie-Britannique,12-02-2021,1,72750,0,1288,72750,,1799600,67008,92.11,,349592,445,0.62,1413.25,25.02,10,1.77,,8211,405,6.12,4454,86.52,5971,115.99,99,1.92,3034,58.94,42,0.82,433,8.42,6,0.12,7.87
48,Alberta,Alberta,12-02-2021,1,128235,0,1760,128235,,3269415,121068,94.41,,739373,314,0.25,2900.01,39.80,16,1.37,,9967,392,4.22,5407,122.28,4871,110.16,140,3.17,2167,49.01,67,1.52,310,7.00,10,0.22,8.87
47,Saskatchewan,Saskatchewan,12-02-2021,1,26145,0,350,26145,,534478,23895,91.39,,453454,188,0.72,2218.16,29.69,2,1.34,,2214,221,7.27,1900,161.20,2779,235.77,58,4.92,1199,101.72,18,1.53,171,14.53,3,0.22,18.75
46,Manitoba,Manitoba,12-02-2021,1,30588,0,866,30588,,502204,28140,92.00,,364110,81,0.27,2217.71,62.79,4,2.83,,1916,77,5.17,1582,114.70,1308,94.83,43,3.12,510,36.98,28,2.03,73,5.28,4,0.29,5.58
35,Ontario,Ontario,12-02-2021,1,283587,0,6632,283587,,10059985,264459,93.25,,682773,1076,0.38,1924.71,45.01,18,2.34,,68812,1415,4.41,12496,84.81,19287,130.90,560,3.80,8257,56.04,194,1.32,1180,8.01,28,0.19,9.60
24,Quebec,Québec,12-02-2021,1,274831,0,10173,274831,,5836593,254001,92.42,,680686,984,0.36,3205.19,118.64,24,3.70,,31349,1350,3.88,10657,124.29,14838,173.05,456,5.32,7058,82.31,200,2.33,1008,11.76,29,0.33,15.74
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12-02-2021,1,660,0,4,660,,153956,393,59.55,,294877,50,8.20,126.41,0.77,0,0.61,,3395,0,39.85,263,50.37,252,48.27,0,0.00,248,47.50,0,0.00,35,6.79,0,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,12-02-2021,1,1382,0,22,1382,,221677,1203,87.05,,283665,5,0.36,176.84,2.82,0,1.59,,1459,10,11.36,157,20.09,164,20.99,5,0.64,57,7.29,4,0.51,8,1.04,1,0.07,1.28
12,Nova Scotia,Nouvelle-Écosse,12-02-2021,1,1590,0,65,1590,,298637,1516,95.35,,304934,0,0.00,162.35,6.64,0,4.09,,1488,2,0.57,9,0.92,13,1.33,0,0.00,6,0.61,0,0.00,1,0.09,0,0.00,0.20
11,Prince Edward Island,Île-du-Prince-Édouard,12-02-2021,0,114,0,0,114,,95410,110,96.49,,597713,0,0.00,71.42,0.00,0,0.00,,503,0,3.51,4,2.51,3,1.88,0,0.00,1,0.63,0,0.00,0,0.09,0,0.00,0.00
60,Yukon,Yukon,12-02-2021,0,70,0,1,70,,7825,69,98.57,,186079,0,0.00,166.46,2.38,0,1.43,,43,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,12-02-2021,1,38,0,0,38,,12950,32,84.21,,286752,0,0.00,84.14,0.00,0,0.00,,197,0,15.79,6,13.29,7,15.50,0,0.00,6,13.29,0,0.00,1,1.90,0,0.00,0.00
62,Nunavut,Nunavut,12-02-2021,1,303,0,1,303,,8044,293,96.70,,204406,0,0.00,769.95,2.54,0,0.33,,67,0,2.97,9,22.87,20,50.82,0,0.00,7,17.79,0,0.00,1,2.54,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,12-02-2021,,13,0,0,13,,76,13,100.00,,,0,0.00,,,0,0.00,,0,0,0.00,0,,0,,0,,0,,0,,0,,0,,
1,Canada,Canada,12-02-2021,,820306,0,21162,820306,,22800850,762200,92.92,,599940,3143,0.38,2158.40,55.68,74,2.58,,129621,3872,4.50,36944,97.21,49513,130.28,1361,3.58,22550,59.33,553,1.46,3221,8.48,79,0.21,10.19
59,British Columbia,Colombie-Britannique,13-02-2021,1,73202,0,1298,73202,,1807331,67008,91.54,,351094,452,0.62,1422.03,25.22,10,1.77,,7731,0,6.69,4896,95.11,6015,116.85,109,2.12,3058,59.41,52,1.01,437,8.49,7,0.14,0.00
48,Alberta,Alberta,13-02-2021,1,128540,0,1775,128540,,3277825,121494,94.52,,741275,305,0.24,2906.91,40.14,15,1.38,,8410,426,4.10,5271,119.20,4793,108.39,144,3.26,2124,48.03,70,1.58,303,6.86,10,0.23,9.63
47,Saskatchewan,Saskatchewan,13-02-2021,1,26389,0,354,26389,,537172,24085,91.27,,455740,244,0.93,2238.86,30.03,4,1.34,,2694,190,7.39,1950,165.44,2763,234.41,54,4.58,1180,100.11,18,1.53,169,14.30,3,0.22,16.12
46,Manitoba,Manitoba,13-02-2021,1,30687,0,866,30687,,504191,28193,91.87,,365551,99,0.32,2224.88,62.79,0,2.82,,1987,53,5.31,1628,118.03,1241,89.98,41,2.97,529,38.35,24,1.74,76,5.48,3,0.25,3.84
35,Ontario,Ontario,13-02-2021,1,284887,0,6651,284887,,10121997,265893,93.33,,686982,1300,0.46,1933.53,45.14,19,2.33,,62012,1434,4.33,12343,83.77,18524,125.72,506,3.43,8169,55.44,168,1.14,1167,7.92,24,0.16,9.73
24,Quebec,Québec,13-02-2021,1,275880,0,10201,275880,,5868164,255146,92.48,,684368,1049,0.38,3217.42,118.97,28,3.70,,31571,1145,3.82,10533,122.84,14520,169.34,438,5.11,6903,80.51,202,2.36,986,11.50,29,0.34,13.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,13-02-2021,1,686,0,4,686,,157097,394,57.43,,300893,26,3.94,131.39,0.77,0,0.58,,3141,1,41.98,288,55.16,278,53.25,0,0.00,271,51.91,0,0.00,39,7.42,0,0.00,0.19
13,New Brunswick,Nouveau-Brunswick,13-02-2021,1,1398,0,22,1398,,223163,1215,86.91,,285566,16,1.16,178.89,2.82,0,1.57,,1486,12,11.52,161,20.60,168,21.50,4,0.51,61,7.81,2,0.26,9,1.12,0,0.04,1.54
12,Nova Scotia,Nouvelle-Écosse,13-02-2021,1,1592,0,65,1592,,300636,1517,95.29,,306975,2,0.13,162.56,6.64,0,4.08,,1999,1,0.63,10,1.02,12,1.23,0,0.00,8,0.82,0,0.00,1,0.12,0,0.00,0.10
11,Prince Edward Island,Île-du-Prince-Édouard,13-02-2021,1,114,0,0,114,,95793,112,98.25,,600113,0,0.00,71.42,0.00,0,0.00,,383,2,1.75,2,1.25,3,1.88,0,0.00,1,0.63,0,0.00,0,0.09,0,0.00,1.25
60,Yukon,Yukon,13-02-2021,1,71,0,1,71,,7854,69,97.18,,186769,1,1.43,168.84,2.38,0,1.41,,29,0,1.41,1,2.38,1,2.38,0,0.00,1,2.38,0,0.00,0,0.34,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,13-02-2021,1,38,0,0,38,,13042,32,84.21,,288789,0,0.00,84.14,0.00,0,0.00,,92,0,15.79,6,13.29,7,15.50,0,0.00,6,13.29,0,0.00,1,1.90,0,0.00,0.00
62,Nunavut,Nunavut,13-02-2021,1,308,0,1,308,,8063,298,96.75,,204889,5,1.65,782.66,2.54,0,0.32,,19,5,2.92,9,22.87,24,60.99,0,0.00,9,22.87,0,0.00,1,3.27,0,0.00,12.71
99,Repatriated travellers,Voyageurs rapatriés,13-02-2021,,13,0,0,13,,76,13,100.00,,,0,0.00,,,0,0.00,,0,0,0.00,0,,0,,0,,0,,0,,0,,0,,
1,Canada,Canada,13-02-2021,,823805,0,21238,823805,,22922404,765469,92.92,,603138,3499,0.43,2167.61,55.88,76,2.58,,121554,3269,4.50,37098,97.61,48349,127.22,1296,3.41,22320,58.73,536,1.41,3189,8.39,77,0.20,8.60
59,British Columbia,Colombie-Britannique,14-02-2021,1,73633,0,1303,73633,,1815135,67008,91.00,,352610,431,0.59,1430.40,25.31,5,1.77,,7804,0,7.23,5322,103.39,5973,116.03,114,2.21,3024,58.74,57,1.11,432,8.39,8,0.16,0.00
48,Alberta,Alberta,14-02-2021,1,128824,0,1780,128824,,3285900,121829,94.57,,743101,284,0.22,2913.33,40.25,5,1.38,,8075,335,4.05,5215,117.94,4616,104.39,141,3.19,2057,46.52,71,1.61,294,6.65,10,0.23,7.58
47,Saskatchewan,Saskatchewan,14-02-2021,1,26550,0,354,26550,,540329,24332,91.65,,458418,161,0.61,2252.52,30.03,0,1.33,,3157,247,7.02,1864,158.14,2686,227.88,50,4.24,1147,97.31,15,1.27,164,13.90,2,0.18,20.96
46,Manitoba,Manitoba,14-02-2021,1,30765,0,871,30765,,505802,28276,91.91,,366719,78,0.25,2230.54,63.15,5,2.83,,1611,83,5.26,1618,117.31,1201,87.08,42,3.05,528,38.28,25,1.81,75,5.47,4,0.26,6.02
35,Ontario,Ontario,14-02-2021,1,285868,0,6693,285868,,10180757,267128,93.44,,690970,981,0.34,1940.19,45.43,42,2.34,,58760,1235,4.21,12047,81.76,17657,119.84,505,3.43,7661,52.00,188,1.28,1094,7.43,27,0.18,8.38
24,Quebec,Québec,14-02-2021,1,276790,0,10213,276790,,5899159,256270,92.59,,687983,910,0.33,3228.03,119.11,12,3.69,,30995,1124,3.72,10307,120.20,14207,165.69,419,4.89,6732,78.51,182,2.12,962,11.22,26,0.30,13.11
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,14-02-2021,1,697,0,4,697,,161101,394,56.53,,308562,11,1.60,133.50,0.77,0,0.57,,4004,0,42.90,299,57.27,289,55.35,0,0.00,281,53.82,0,0.00,40,7.69,0,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,14-02-2021,1,1400,0,22,1400,,224558,1227,87.64,,287351,2,0.14,179.15,2.82,0,1.57,,1395,12,10.79,151,19.32,144,18.43,4,0.51,56,7.17,2,0.26,8,1.02,0,0.04,1.54
12,Nova Scotia,Nouvelle-Écosse,14-02-2021,1,1593,0,65,1593,,301958,1519,95.35,,308325,1,0.06,162.66,6.64,0,4.08,,1322,2,0.56,9,0.92,13,1.33,0,0.00,8,0.82,0,0.00,1,0.12,0,0.00,0.20
11,Prince Edward Island,Île-du-Prince-Édouard,14-02-2021,1,114,0,0,114,,96217,112,98.25,,602769,0,0.00,71.42,0.00,0,0.00,,424,0,1.75,2,1.25,3,1.88,0,0.00,1,0.63,0,0.00,0,0.09,0,0.00,0.00
60,Yukon,Yukon,14-02-2021,0,71,0,1,71,,7882,69,97.18,,187435,0,0.00,168.84,2.38,0,1.41,,28,0,1.41,1,2.38,1,2.38,0,0.00,1,2.38,0,0.00,0,0.34,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,14-02-2021,1,38,0,0,38,,13139,32,84.21,,290937,0,0.00,84.14,0.00,0,0.00,,97,0,15.79,6,13.29,7,15.50,0,0.00,6,13.29,0,0.00,1,1.90,0,0.00,0.00
62,Nunavut,Nunavut,14-02-2021,1,311,0,1,311,,8147,299,96.14,,207024,3,0.97,790.28,2.54,0,0.32,,84,1,3.54,11,27.95,17,43.20,0,0.00,12,30.49,0,0.00,2,4.36,0,0.00,2.54
99,Repatriated travellers,Voyageurs rapatriés,14-02-2021,,13,0,0,13,,76,13,100.00,,,0,0.00,,,0,0.00,,0,0,0.00,0,,0,,0,,0,,0,,0,,0,,
