pruid,prname,prnameFR,date,reporting_week,reporting_year,update,numtotal,numtotal_last7,ratecases_total,numconf,numprob,numtests,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
46,Manitoba,Manitoba,22-05-2021,20,2021,1,47977,3362,3467.13,,,,1028,22,74.29,242.96,1.59,6555,38,473.71,2.75,480.29,34.71,3.14,0.23
35,Ontario,Ontario,22-05-2021,20,2021,1,520774,13657,3512.51,,,,8358,139,56.37,92.11,0.94,31687,330,213.72,2.23,1951,13.16,19.86,0.13
24,Quebec,Québec,22-05-2021,20,2021,1,362182,4161,4209.22,,,,11080,50,128.76,48.36,0.59,9636,99,111.99,1.15,594.43,6.91,7.21,0.08
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,22-05-2021,20,2021,1,1230,46,236.29,,,,6,0,1.15,8.84,0,97,0,18.63,0,6.57,1.26,0,0
13,New Brunswick,Nouveau-Brunswick,22-05-2021,20,2021,1,2115,63,267.98,,,,43,2,5.45,7.98,0.25,119,2,15.08,0.25,9,1.14,0.29,0.04
12,Nova Scotia,Nouvelle-Écosse,22-05-2021,20,2021,1,5190,589,523.14,,,,77,5,7.76,59.41,0.53,1493,7,150.5,0.72,84.2,8.49,0.76,0.08
11,Prince Edward Island,Île-du-Prince-Édouard,22-05-2021,20,2021,1,197,6,120.15,,,,0,0,0,3.91,0,12,0,7.39,0,0.92,0.56,0,0
60,Yukon,Yukon,22-05-2021,20,2021,1,84,0,195.41,,,,2,0,4.65,0,0,2,0,4.65,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,22-05-2021,20,2021,1,125,10,275.33,,,,0,0,0,21.35,0,36,0,78.17,0,1.39,3.05,0,0
62,Nunavut,Nunavut,22-05-2021,20,2021,1,636,25,1613.37,,,,4,0,10.15,62.36,0,72,0,181.64,0,3.51,8.91,0,0
99,Repatriated travellers,Voyageurs rapatriés,22-05-2021,20,2021,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,22-05-2021,20,2021,,1350859,32323,3532.02,,,,24965,299,65.28,84.51,0.78,75956,618,198.6,1.61,4617.53,12.07,42.68,0.11
59,British Columbia,Colombie-Britannique,29-05-2021,21,2021,1,143839,2110,2758.29,,,,1699,32,32.58,40.46,0.61,5092,65,97.65,1.25,301.43,5.78,4.57,0.09
48,Alberta,Alberta,29-05-2021,21,2021,1,226568,3452,5099.57,,,,2213,38,49.8,77.69,0.85,9747,75,219.39,1.68,493.08,11.1,5.39,0.12
47,Saskatchewan,Saskatchewan,29-05-2021,21,2021,1,46464,974,3938.15,,,,537,11,45.51,82.55,0.93,2100,21,177.99,1.78,139.14,11.79,1.57,0.13
46,Manitoba,Manitoba,29-05-2021,21,2021,1,50498,2521,3649.32,,,,1045,17,75.52,182.18,1.23,5883,39,425.14,2.82,360.14,26.03,2.43,0.18
35,Ontario,Ontario,29-05-2021,21,2021,1,529510,8736,3571.43,,,,8478,120,57.18,58.92,0.81,22393,259,151.04,1.75,1248,8.42,17.14,0.12
24,Quebec,Québec,29-05-2021,21,2021,1,364959,2776,4241.49,,,,11122,43,129.26,32.27,0.5,6938,94,80.63,1.09,396.64,4.61,6.14,0.07
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-05-2021,21,2021,1,1302,72,250.12,,,,6,0,1.15,13.83,0,118,0,22.67,0,10.29,1.98,0,0
13,New Brunswick,Nouveau-Brunswick,29-05-2021,21,2021,1,2191,76,277.61,,,,43,0,5.45,9.63,0,139,2,17.61,0.25,10.86,1.38,0,0
12,Nova Scotia,Nouvelle-Écosse,29-05-2021,21,2021,1,5501,311,554.48,,,,83,6,8.4,31.33,0.63,900,12,90.75,1.17,44.41,4.48,0.9,0.09
11,Prince Edward Island,Île-du-Prince-Édouard,29-05-2021,21,2021,1,202,5,123.11,,,,0,0,0,2.96,0,11,0,6.87,0,0.69,0.42,0,0
60,Yukon,Yukon,29-05-2021,21,2021,1,84,0,195.41,,,,2,0,4.65,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,29-05-2021,21,2021,1,128,2,280.67,,,,0,0,0,5.34,0,12,0,26.69,0,0.35,0.76,0,0
62,Nunavut,Nunavut,29-05-2021,21,2021,1,645,9,1635.84,,,,4,0,10.15,22.48,0,33,0,84.84,0,1.27,3.21,0,0
99,Repatriated travellers,Voyageurs rapatriés,29-05-2021,21,2021,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,29-05-2021,21,2021,,1371903,21044,3587.04,,,,25232,267,65.97,55.02,0.7,53367,566,139.54,1.48,3006.3,7.86,38.14,0.1
59,British Columbia,Colombie-Britannique,05-06-2021,22,2021,1,145266,1427,2785.65,,,,1719,20,32.96,27.36,0.38,3537,52,67.83,1,203.86,3.91,2.86,0.05
48,Alberta,Alberta,05-06-2021,22,2021,1,228712,2145,5147.84,,,,2241,29,50.44,48.27,0.64,5596,66,125.96,1.49,306.37,6.9,4.08,0.09
47,Saskatchewan,Saskatchewan,05-06-2021,22,2021,1,47285,821,4007.73,,,,546,9,46.28,69.59,0.76,1795,20,152.14,1.7,117.29,9.94,1.29,0.11
46,Manitoba,Manitoba,05-06-2021,22,2021,1,52530,2032,3796.16,,,,1072,27,77.47,146.85,1.95,4553,44,329.03,3.18,290.29,20.98,3.86,0.28
35,Ontario,Ontario,05-06-2021,22,2021,1,535419,5909,3611.28,,,,8593,115,57.96,39.85,0.78,14645,235,98.78,1.59,844.14,5.69,16.43,0.11
24,Quebec,Québec,05-06-2021,22,2021,1,366787,1828,4262.74,,,,11148,25,129.55,21.24,0.29,4604,68,53.51,0.79,261.14,3.03,3.57,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-06-2021,22,2021,1,1347,45,258.76,,,,6,0,1.23,8.64,0.08,117,0,22.48,0.08,6.43,1.23,0.06,0.01
13,New Brunswick,Nouveau-Brunswick,05-06-2021,22,2021,1,2262,71,286.61,,,,44,1,5.58,9,0.13,147,1,18.63,0.13,10.14,1.29,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,05-06-2021,22,2021,1,5648,147,569.29,,,,87,4,8.78,14.82,0.39,458,10,46.15,1.02,21,2.12,0.55,0.06
11,Prince Edward Island,Île-du-Prince-Édouard,05-06-2021,22,2021,1,205,3,124.85,,,,0,0,0,1.74,0,8,0,4.69,0,0.41,0.25,0,0
60,Yukon,Yukon,05-06-2021,22,2021,1,85,1,197.74,,,,2,0,4.65,2.33,0,1,0,2.33,0,0.14,0.33,0,0
61,Northwest Territories,Territoires du Nord-Ouest,05-06-2021,22,2021,1,128,0,281.29,,,,0,0,0,0.63,0,3,0,5.96,0,0.04,0.09,0,0
62,Nunavut,Nunavut,05-06-2021,22,2021,1,649,4,1646,,,,4,0,10.15,10.15,0,13,0,32.63,0,0.57,1.45,0,0
99,Repatriated travellers,Voyageurs rapatriés,05-06-2021,22,2021,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,05-06-2021,22,2021,,1386336,14433,3624.78,,,,25462,230,66.57,37.74,0.6,35477,497,92.76,1.3,2061.82,5.39,32.84,0.09
59,British Columbia,Colombie-Britannique,12-06-2021,23,2021,1,146272,1006,2804.94,,,,1730,11,33.17,19.29,0.21,2433,31,46.66,0.59,143.71,2.76,1.57,0.03
48,Alberta,Alberta,12-06-2021,23,2021,1,230171,1458,5180.66,,,,2264,23,50.96,32.82,0.52,3603,52,81.09,1.16,208.33,4.69,3.29,0.07
47,Saskatchewan,Saskatchewan,12-06-2021,23,2021,1,47875,590,4057.74,,,,555,9,47.04,50.01,0.76,1411,18,119.59,1.53,84.29,7.14,1.29,0.11
46,Manitoba,Manitoba,12-06-2021,23,2021,1,54163,1633,3914.18,,,,1092,20,78.92,118.01,1.45,3665,47,264.86,3.4,233.29,16.86,2.86,0.21
35,Ontario,Ontario,12-06-2021,23,2021,1,539153,3734,3636.47,,,,8695,102,58.65,25.19,0.69,9643,217,65.04,1.46,533.43,3.6,14.57,0.1
24,Quebec,Québec,12-06-2021,23,2021,1,368088,1301,4277.86,,,,11169,22,129.8,15.12,0.25,3129,46,36.36,0.54,185.86,2.16,3.07,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12-06-2021,23,2021,1,1374,27,263.95,,,,7,1,1.34,5.19,0.11,72,1,13.83,0.19,3.86,0.74,0.08,0.02
13,New Brunswick,Nouveau-Brunswick,12-06-2021,23,2021,1,2291,29,290.28,,,,45,1,5.7,3.67,0.13,100,2,12.67,0.25,4.14,0.52,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,12-06-2021,23,2021,1,5729,82,577.52,,,,89,2,9.01,8.22,0.23,229,6,23.04,0.62,11.65,1.17,0.33,0.03
11,Prince Edward Island,Île-du-Prince-Édouard,12-06-2021,23,2021,1,206,1,125.37,,,,0,0,0,0.52,0,4,0,2.26,0,0.12,0.07,0,0
60,Yukon,Yukon,12-06-2021,23,2021,1,100,15,232.63,,,,2,0,4.65,34.9,0,16,0,37.22,0,2.14,4.99,0,0
61,Northwest Territories,Territoires du Nord-Ouest,12-06-2021,23,2021,1,128,0,281.29,,,,0,0,0,0,0,0,0,0.63,0,0,0,0,0
62,Nunavut,Nunavut,12-06-2021,23,2021,1,654,5,1658.68,,,,4,0,10.15,12.69,0,9,0,22.84,0,0.71,1.81,0,0
99,Repatriated travellers,Voyageurs rapatriés,12-06-2021,23,2021,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,12-06-2021,23,2021,,1396217,9881,3650.61,,,,25653,190,67.07,25.83,0.5,24313,420,63.57,1.1,1411.53,3.69,27.19,0.07
59,British Columbia,Colombie-Britannique,19-06-2021,24,2021,1,146996,724,2818.83,,,,1740,10,33.37,13.88,0.19,1730,21,33.17,0.4,103.43,1.98,1.43,0.03
48,Alberta,Alberta,19-06-2021,24,2021,1,231146,975,5202.61,,,,2283,19,51.39,21.95,0.43,2433,42,54.77,0.95,139.29,3.14,2.71,0.06
47,Saskatchewan,Saskatchewan,19-06-2021,24,2021,1,48381,506,4100.63,,,,562,7,47.63,42.89,0.59,1096,16,92.89,1.36,72.29,6.13,1,0.08
46,Manitoba,Manitoba,19-06-2021,24,2021,1,55238,1075,3991.86,,,,1118,26,80.79,77.69,1.88,2708,46,195.7,3.32,153.57,11.1,3.71,0.27
35,Ontario,Ontario,19-06-2021,24,2021,1,541880,2727,3654.86,,,,8751,56,59.02,18.39,0.38,6461,158,43.58,1.07,389.57,2.63,8,0.05
24,Quebec,Québec,19-06-2021,24,2021,1,369078,990,4289.36,,,,11186,16,130,11.51,0.19,2291,38,26.63,0.44,141.43,1.64,2.36,0.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-06-2021,24,2021,1,1383,9,265.68,,,,7,0,1.34,1.73,0,36,1,6.92,0.11,1.29,0.25,0,0
13,New Brunswick,Nouveau-Brunswick,19-06-2021,24,2021,1,2316,25,293.45,,,,45,0,5.7,3.17,0,54,1,6.84,0.13,3.57,0.45,0,0
12,Nova Scotia,Nouvelle-Écosse,19-06-2021,24,2021,1,5779,50,582.53,,,,90,1,9.07,5.01,0.06,131,3,13.23,0.29,7.1,0.72,0.08,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,19-06-2021,24,2021,1,206,0,125.37,,,,0,0,0,0,0,1,0,0.52,0,0,0,0,0
60,Yukon,Yukon,19-06-2021,24,2021,1,159,59,369.89,,,,3,1,6.98,137.25,2.33,74,1,172.15,2.33,8.43,19.61,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,19-06-2021,24,2021,1,128,0,281.29,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,19-06-2021,24,2021,1,657,3,1667.39,,,,4,0,10.15,8.7,0,8,0,21.39,0,0.49,1.24,0,0
99,Repatriated travellers,Voyageurs rapatriés,19-06-2021,24,2021,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,19-06-2021,24,2021,,1403360,7143,3669.29,,,,25789,136,67.43,18.68,0.36,17024,326,44.51,0.85,1020.45,2.67,19.44,0.05
59,British Columbia,Colombie-Britannique,26-06-2021,25,2021,1,147475,479,2828.01,,,,1749,9,33.54,9.19,0.17,1203,19,23.07,0.36,68.43,1.31,1.29,0.02
48,Alberta,Alberta,26-06-2021,25,2021,1,231725,579,5215.64,,,,2295,12,51.66,13.03,0.27,1554,31,34.98,0.7,82.71,1.86,1.71,0.04
47,Saskatchewan,Saskatchewan,26-06-2021,25,2021,1,48706,325,4128.17,,,,566,4,47.97,27.55,0.34,831,11,70.43,0.93,46.43,3.94,0.57,0.05
46,Manitoba,Manitoba,26-06-2021,25,2021,1,55878,640,4038.11,,,,1138,20,82.24,46.25,1.45,1715,46,123.94,3.32,91.43,6.61,2.86,0.21
35,Ontario,Ontario,26-06-2021,25,2021,1,543917,2037,3668.6,,,,8858,107,59.75,13.74,0.72,4764,163,32.13,1.1,291,1.96,15.29,0.1
24,Quebec,Québec,26-06-2021,25,2021,1,369718,640,4296.8,,,,11202,16,130.19,7.44,0.19,1630,33,18.94,0.38,91.43,1.06,2.36,0.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-06-2021,25,2021,1,1384,1,265.87,,,,7,0,1.34,0.19,0,10,0,1.92,0,0.14,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,26-06-2021,25,2021,1,2324,8,294.47,,,,45,0,5.7,1.01,0,33,0,4.18,0,1.14,0.14,0,0
12,Nova Scotia,Nouvelle-Écosse,26-06-2021,25,2021,1,5820,41,586.62,,,,91,1,9.22,4.09,0.14,90,2,9.1,0.2,5.8,0.58,0.2,0.02
11,Prince Edward Island,Île-du-Prince-Édouard,26-06-2021,25,2021,1,207,1,125.71,,,,0,0,0,0.35,0,1,0,0.35,0,0.08,0.05,0,0
60,Yukon,Yukon,26-06-2021,25,2021,1,264,105,614.15,,,,4,1,9.31,244.27,2.33,164,2,381.52,4.65,15,34.9,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,26-06-2021,25,2021,1,128,0,281.29,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,26-06-2021,25,2021,1,657,0,1667.39,,,,4,0,10.15,0,0,3,0,8.7,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,26-06-2021,25,2021,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,26-06-2021,25,2021,,1408215,4855,3681.98,,,,25960,171,67.88,12.69,0.45,11998,307,31.37,0.8,693.59,1.81,24.42,0.06
59,British Columbia,Colombie-Britannique,03-07-2021,26,2021,1,147735,260,2833,,,,1756,7,33.67,4.99,0.13,739,16,14.17,0.31,37.14,0.71,1,0.02
48,Alberta,Alberta,03-07-2021,26,2021,1,232116,391,5224.44,,,,2302,7,51.82,8.8,0.16,970,19,21.83,0.43,55.86,1.26,1.04,0.02
47,Saskatchewan,Saskatchewan,03-07-2021,26,2021,1,48931,225,4147.24,,,,568,2,48.14,19.07,0.17,550,6,46.62,0.51,32.14,2.72,0.29,0.02
46,Manitoba,Manitoba,03-07-2021,26,2021,1,56353,475,4072.44,,,,1148,10,82.96,34.33,0.72,1115,30,80.58,2.17,67.86,4.9,1.43,0.1
35,Ontario,Ontario,03-07-2021,26,2021,1,545590,1673,3679.89,,,,8947,89,60.35,11.28,0.6,3710,196,25.02,1.32,239,1.61,12.71,0.09
24,Quebec,Québec,03-07-2021,26,2021,1,370235,517,4302.81,,,,11217,15,130.36,6.01,0.17,1157,32,13.45,0.37,73.86,0.86,2.14,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-07-2021,26,2021,1,1387,3,266.45,,,,7,0,1.34,0.58,0,4,0,0.77,0,0.43,0.08,0,0
13,New Brunswick,Nouveau-Brunswick,03-07-2021,26,2021,1,2335,11,295.86,,,,45,0,5.7,1.39,0,19,0,2.41,0,1.57,0.2,0,0
12,Nova Scotia,Nouvelle-Écosse,03-07-2021,26,2021,1,5847,28,589.43,,,,92,1,9.27,2.81,0.06,68,2,6.9,0.2,3.98,0.4,0.08,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,03-07-2021,26,2021,1,208,1,126.32,,,,0,0,0,0.61,0,2,0,0.96,0,0.14,0.09,0,0
60,Yukon,Yukon,03-07-2021,26,2021,1,367,103,854.54,,,,5,1,11.63,240.39,2.33,208,2,484.65,4.65,14.76,34.34,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,03-07-2021,26,2021,1,128,0,281.29,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,03-07-2021,26,2021,1,657,0,1667.39,,,,4,0,10.15,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,03-07-2021,26,2021,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,03-07-2021,26,2021,,1411902,3687,3691.62,,,,26091,132,68.22,9.64,0.34,8542,303,22.34,0.79,526.74,1.38,18.84,0.05
59,British Columbia,Colombie-Britannique,10-07-2021,27,2021,1,148077,342,2839.56,,,,1760,4,33.75,6.56,0.08,602,11,11.54,0.21,48.86,0.94,0.57,0.01
48,Alberta,Alberta,10-07-2021,27,2021,1,232422,306,5231.33,,,,2308,5,51.95,6.89,0.12,697,13,15.69,0.29,43.71,0.98,0.78,0.02
47,Saskatchewan,Saskatchewan,10-07-2021,27,2021,1,49240,309,4173.43,,,,572,4,48.48,26.19,0.34,534,6,45.26,0.51,44.14,3.74,0.57,0.05
46,Manitoba,Manitoba,10-07-2021,27,2021,1,56826,473,4106.62,,,,1160,12,83.83,34.18,0.87,948,22,68.51,1.59,67.57,4.88,1.71,0.12
35,Ontario,Ontario,10-07-2021,27,2021,1,546983,1393,3689.28,,,,8985,38,60.6,9.4,0.26,3066,127,20.68,0.86,199,1.34,5.43,0.04
24,Quebec,Québec,10-07-2021,27,2021,1,370741,506,4308.69,,,,11230,14,130.52,5.88,0.16,1023,28,11.89,0.33,72.29,0.84,1.93,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10-07-2021,27,2021,1,1402,15,269.33,,,,7,0,1.34,2.88,0,18,0,3.46,0,2.14,0.41,0,0
13,New Brunswick,Nouveau-Brunswick,10-07-2021,27,2021,1,2336,1,295.99,,,,46,1,5.83,0.13,0.13,12,1,1.52,0.13,0.14,0.02,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,10-07-2021,27,2021,1,5865,17,591.17,,,,92,0,9.27,1.74,0,45,1,4.55,0.06,2.47,0.25,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,10-07-2021,27,2021,1,208,0,126.58,,,,0,0,0,0.26,0,1,0,0.87,0,0.06,0.04,0,0
60,Yukon,Yukon,10-07-2021,27,2021,1,458,90,1064.69,,,,5,0,11.63,210.15,0,194,1,450.53,2.33,12.9,30.02,0,0
61,Northwest Territories,Territoires du Nord-Ouest,10-07-2021,27,2021,1,128,0,281.29,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,10-07-2021,27,2021,1,657,0,1667.39,,,,4,0,10.15,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,10-07-2021,27,2021,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,10-07-2021,27,2021,,1415355,3453,3700.65,,,,26169,78,68.42,9.03,0.2,7140,210,18.67,0.55,493.29,1.29,11.13,0.03
59,British Columbia,Colombie-Britannique,17-07-2021,28,2021,1,148387,310,2845.5,,,,1761,1,33.77,5.94,0.02,652,5,12.5,0.1,44.29,0.85,0.14,0
48,Alberta,Alberta,17-07-2021,28,2021,1,232730,308,5238.26,,,,2315,7,52.1,6.94,0.15,614,12,13.82,0.27,44.02,0.99,0.96,0.02
47,Saskatchewan,Saskatchewan,17-07-2021,28,2021,1,49397,157,4186.74,,,,575,3,48.74,13.31,0.25,466,7,39.5,0.59,22.43,1.9,0.43,0.04
46,Manitoba,Manitoba,17-07-2021,28,2021,1,57124,298,4128.16,,,,1164,4,84.12,21.54,0.29,771,16,55.72,1.16,42.57,3.08,0.57,0.04
35,Ontario,Ontario,17-07-2021,28,2021,1,548040,1057,3696.41,,,,9024,39,60.86,7.13,0.26,2450,77,16.52,0.52,151,1.02,5.57,0.04
24,Quebec,Québec,17-07-2021,28,2021,1,371273,532,4314.87,,,,11235,4,130.57,6.18,0.05,1038,18,12.06,0.21,76,0.88,0.64,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-07-2021,28,2021,1,1433,31,275.28,,,,7,0,1.34,5.96,0,46,0,8.84,0,4.43,0.85,0,0
13,New Brunswick,Nouveau-Brunswick,17-07-2021,28,2021,1,2345,9,297.13,,,,46,0,5.83,1.14,0,10,1,1.27,0.13,1.29,0.16,0,0
12,Nova Scotia,Nouvelle-Écosse,17-07-2021,28,2021,1,5872,7,591.89,,,,92,0,9.27,0.72,0,24,0,2.46,0,1.02,0.1,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,17-07-2021,28,2021,1,208,0,126.58,,,,0,0,0,0,0,0,0,0.26,0,0,0,0,0
60,Yukon,Yukon,17-07-2021,28,2021,1,499,41,1160.07,,,,6,1,13.96,95.38,2.33,131,1,305.53,2.33,5.86,13.63,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,17-07-2021,28,2021,1,128,0,281.29,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,17-07-2021,28,2021,1,657,0,1667.39,,,,4,0,10.15,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,17-07-2021,28,2021,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,17-07-2021,28,2021,,1418106,2750,3707.84,,,,26229,59,68.58,7.19,0.15,6203,137,16.22,0.36,392.9,1.03,8.46,0.02
59,British Columbia,Colombie-Britannique,24-07-2021,29,2021,1,148936,549,2856.03,,,,1767,6,33.88,10.53,0.12,859,7,16.47,0.13,78.43,1.5,0.86,0.02
48,Alberta,Alberta,24-07-2021,29,2021,1,233336,606,5251.9,,,,2321,7,52.25,13.64,0.15,914,14,20.57,0.31,86.55,1.95,0.98,0.02
47,Saskatchewan,Saskatchewan,24-07-2021,29,2021,1,49656,259,4208.69,,,,578,3,48.99,21.95,0.25,416,6,35.26,0.51,37,3.14,0.43,0.04
46,Manitoba,Manitoba,24-07-2021,29,2021,1,57413,289,4149.04,,,,1171,7,84.62,20.89,0.51,587,11,42.42,0.79,41.29,2.98,1,0.07
35,Ontario,Ontario,24-07-2021,29,2021,1,549156,1116,3703.94,,,,9046,22,61.01,7.53,0.15,2173,61,14.66,0.41,159.43,1.08,3.14,0.02
24,Quebec,Québec,24-07-2021,29,2021,1,371964,690,4322.9,,,,11239,4,130.62,8.02,0.05,1222,8,14.21,0.1,98.64,1.15,0.57,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,24-07-2021,29,2021,1,1437,4,276.05,,,,7,0,1.34,0.77,0,35,0,6.72,0,0.57,0.11,0,0
13,New Brunswick,Nouveau-Brunswick,24-07-2021,29,2021,1,2350,5,297.76,,,,46,0,5.83,0.63,0,14,0,1.77,0,0.71,0.09,0,0
12,Nova Scotia,Nouvelle-Écosse,24-07-2021,29,2021,1,5880,8,592.72,,,,93,1,9.35,0.84,0.07,15,1,1.56,0.07,1.18,0.12,0.1,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,24-07-2021,29,2021,1,208,0,126.58,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,24-07-2021,29,2021,1,551,52,1281.81,,,,6,0,13.96,121.75,0,93,1,217.12,2.33,7.48,17.39,0,0
61,Northwest Territories,Territoires du Nord-Ouest,24-07-2021,29,2021,1,128,0,281.29,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,24-07-2021,29,2021,1,657,0,1667.39,,,,4,0,10.15,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,24-07-2021,29,2021,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,24-07-2021,29,2021,,1421684,3579,3717.2,,,,26278,50,68.71,9.36,0.13,6329,109,16.55,0.28,511.28,1.34,7.08,0.02
59,British Columbia,Colombie-Britannique,31-07-2021,30,2021,1,150049,1113,2877.37,,,,1771,4,33.96,21.34,0.08,1662,10,31.87,0.19,159,3.05,0.57,0.01
48,Alberta,Alberta,31-07-2021,30,2021,1,234456,1121,5277.13,,,,2324,3,52.31,25.23,0.06,1727,9,38.86,0.21,160.12,3.6,0.37,0.01
47,Saskatchewan,Saskatchewan,31-07-2021,30,2021,1,50024,368,4239.88,,,,578,0,48.99,31.19,0,627,3,53.14,0.25,52.57,4.46,0,0
46,Manitoba,Manitoba,31-07-2021,30,2021,1,57620,207,4164,,,,1178,7,85.13,14.96,0.51,496,14,35.84,1.01,29.57,2.14,1,0.07
35,Ontario,Ontario,31-07-2021,30,2021,1,550436,1280,3712.57,,,,9079,33,61.24,8.63,0.22,2396,55,16.16,0.37,182.86,1.23,4.71,0.03
24,Quebec,Québec,31-07-2021,30,2021,1,372883,920,4333.58,,,,11240,1,130.63,10.69,0.01,1610,5,18.71,0.06,131.36,1.53,0.14,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,31-07-2021,30,2021,1,1437,0,276.05,,,,7,0,1.34,0,0,4,0,0.77,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,31-07-2021,30,2021,1,2365,15,299.66,,,,46,0,5.83,1.9,0,20,0,2.53,0,2.14,0.27,0,0
12,Nova Scotia,Nouvelle-Écosse,31-07-2021,30,2021,1,5886,6,593.3,,,,93,0,9.37,0.58,0.03,14,1,1.41,0.1,0.82,0.08,0.04,0
11,Prince Edward Island,Île-du-Prince-Édouard,31-07-2021,30,2021,1,208,0,126.58,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,31-07-2021,30,2021,1,596,45,1386.5,,,,7,1,16.28,104.69,2.33,97,1,226.43,2.33,6.43,14.96,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,31-07-2021,30,2021,1,128,0,281.29,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,31-07-2021,30,2021,1,657,0,1667.39,,,,4,0,10.15,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,31-07-2021,30,2021,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,31-07-2021,30,2021,,1426759,5074,3730.47,,,,26327,49,68.84,13.27,0.13,8653,98,22.62,0.26,724.87,1.9,6.98,0.02
59,British Columbia,Colombie-Britannique,07-08-2021,31,2021,1,152261,2212,2919.79,,,,1772,1,33.98,42.42,0.02,3325,5,63.76,0.1,316,6.06,0.14,0
48,Alberta,Alberta,07-08-2021,31,2021,1,236334,1878,5319.39,,,,2327,3,52.39,42.26,0.08,2998,6,67.49,0.14,268.22,6.04,0.49,0.01
47,Saskatchewan,Saskatchewan,07-08-2021,31,2021,1,50477,453,4278.28,,,,582,4,49.33,38.39,0.34,821,4,69.59,0.34,64.71,5.48,0.57,0.05
46,Manitoba,Manitoba,07-08-2021,31,2021,1,57793,173,4176.5,,,,1183,5,85.49,12.5,0.36,380,12,27.46,0.87,24.71,1.79,0.71,0.05
